SerialN,Name,Ratings,Price,OS,Colour,RAM,Product Dimensions,Connectivity technologies,Special features,Date
817,GO GLAM SHIMMER ANDROID 4.4 KIT-KAT DUAL SIM MOBILE PHONE,5 out of 5 stars,,"Android, KitKat, Android^KitKat","Pink, Black, White",512 MB,15 x 10 x 5 cm,HSDPA,"Android OS, 4.4Kitkat MTK6572 DUAL CORE PROCESSOR 1.2 GHZ, 4 inch WVGA IPS 480 * 854 pixels Dual SIM(WCDMA+GSM), 3G/WIFI /GPS / BT /FM/GPS Auto call recording Comes in 3 vibrant colour, 3.3mm headphone jack 4GB +512 Expandable upto 32 GB, CAMERA 5MP + 0.3MP DUAL SIM CARD",2016-03-27
818,"Micromax Canvas Nitro A311 (Blue, 16GB)",3.7 out of 5 stars,,"Android, Kitkat",Blue,2 GB,36 x 18.6 x 18.6 cm,"GSM, 3G, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
819,"Sony Xperia E4 (Black, 8GB)",3.6 out of 5 stars,,"Android, Kitkat",Black,1 GB,13.7 x 1.1 x 7.5 cm,"GSM, 3G, UMTS, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-03-27
820,Gionee Elife S5.5 (White),3.8 out of 5 stars,"12,599.00",Android,White,2 GB,14.5 x 7 x 0.6 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, (900/1900/2100 MHz), WiFi, EDGE, GPRS, 3G","Video Calls, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, compass, E-mail",2016-03-27
821,OPPO A11w Joy3 White,,,"Kitkat, Android",white,,,,,2016-03-27
822,Celkon Millennium Vogue Q455 (Yellow),,"6,650.00","Android, Kitkat",Yellow,1 GB,13.7 x 0.8 x 6.8 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, E-mail, Expandable Memory: 64GB",2016-03-27
823,Lava Pixel V1 (White),3.7 out of 5 stars,"8,649.00",Android,White,2 GB,15.2 x 0.9 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Hall sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
824,Refurbished Samsung Galaxy E5 (White),,,Android,White,1.50 GB,14.2 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz ), 3G, UMTS, (850/1900/2100 MHz), WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail",2016-03-27
825,Micromax Bolt A58 (Black),4 out of 5 stars,,"Android, Jellybean",Black,512 MB,17.2 x 10.2 x 5.8 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, FM Radio, E-mail, G sensor, Dual SIM",2016-03-27
826,Nuvo Alpha (Black),,,android,black,512 MB,11.5 x 1.1 x 6.1 cm,usb,"Bluetooth Tethering, Dual SIM, USB, Primary Camera, Expandable Memory, Wifi",2016-03-27
827,ZOPO COLOR S 5.5 ZP370 (Blue),,"10,531.00",Android,,,7.7 x 0.9 x 15.4 cm,,"5.5'' HD Display, 3000mAh Battery, 4G 1 GB RAM 8 GB ROM, 8 MP Primary camera, Quad-Core Processor",2016-03-27
828,"ZTE Blade QLUX 4G (Black, 8GB)",3 out of 5 stars,,"Android, Kitkat",Black,1 GB,13.5 x 1 x 6.7 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
829,Micromax Canvas Knight Cameo A290(Black+Gold),3.4 out of 5 stars,"6,235.00","Android, Kitkat",Black-Gold,1 GB,15.4 x 8 x 4.4 cm,"GSM, (850/900/1800/1900 MHz), 3G, WiFi","Dual SIM, Music Player, Video Player, Gravity sensor, Light sensor, Proximity sensor, Magnetic sensor, Expandable Memory: 32GB",2016-03-27
830,HTC Desire 526G Plus (Glacier Blue),3.9 out of 5 stars,,"Android, Kitkat",Glacier Blue,1 GB,14 x 1 x 7 cm,"GSM, (900/1800/1900 MHz), 3G, (900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
831,Alcatel One Touch Scribe Easy OT 8000D (White),,"12,900.00","Android, jellyBean, Android^jellyBean",White,0.50 GB,14.3 x 1 x 7.8 cm,HSDPA,"12.7cm (5"") Touchscreen, 1.2 GHz Dual Core Qualcomm Scorpion Processor, Android v4.1.2 (Jelly Bean) OS, 5 MP Primary Camera & 0.3 MP Secondary Camera, Dual SIM (GSM + GSM)",2016-03-27
832,iBall Andi 5K Panther | Octa Core 1.4 GHz | RAM 1GB | - Special Wine+Chrome,,"5,399.00",Android,,,,,"Bluetooth Tethering, Dual SIM, USB, Primary Camera, Radio, LED Flash, GPS, Internet, Wifi",2016-03-27
833,Celkon Signature Two A500 (Black),,"3,712.00","Android, Kitkat",Black,1 GB,11.9 x 1.1 x 6.3 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-03-27
834,Xolo Q1000 Opus2 (Black),3.2 out of 5 stars,,"Android, Jellybean",Black,1 GB,14.3 x 0.9 x 7.3 cm,"GSM, (900/1800 MHz), WCDMA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Magnetometer, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
835,Panasonic T33 (Dark Blue),3.2 out of 5 stars,,Android,Dark Blue,512 MB,12.6 x 1 x 6.5 cm,"GSM, 3G, WCDMA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Light sensor, Proximity sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
836,Celkon Millennia Q40 Plus (Silver),,"5,640.00","Android, Kitkat",Silver,1 GB,12.6 x 0.8 x 6.5 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Accelerometer, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
837,Karbonn Smart A26 (White-Silver),3.7 out of 5 stars,,"Android, Jellybean",White-Silver,512 MB,14.6 x 0.9 x 7.4 cm,"GSM, (900/1800 MHz), EDGE, WiFi","E-mail, Expandable Memory: 32GB",2016-03-27
838,YU Yureka Plus on Android (Alabaster White),3 out of 5 stars,"10,850.00",Android,Alabaster White,2 GB,15.5 x 0.9 x 7.8 cm,"GSM, (900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, Gyroscope, E-mail, Expandable Memory: 32GB",2016-03-27
839,"Samsung Galaxy A5  (Pearl White, 16 GB)",4 out of 5 stars,"17,990.00","Android, Kitkat",White,2 GB,13.9 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), HSPA, 4G, WiFi 802.11 a/b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Compass, E-mail, Expandable Memory: 64GB",2016-03-27
840,Karbonn A93 (Blue),,,"Android, jellyBean, Android^jellyBean",Blue,512 MB,17.2 x 10 x 5.6 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-03-27
841,"Xiaomi Mi 4 (White, 16GB)",3.9 out of 5 stars,,"Android, Kitkat",White,3 GB,13.9 x 0.9 x 6.9 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Single SIM, GPS, Music Player, Video Player, eCompass, Gravity sensor, Proximity sensor, Light sensor, Accelerometer, E-mail",2016-03-27
842,LG MAX X160 SILVER GOLD,4 out of 5 stars,,Android,,,15.6 x 9.8 x 5.8 cm,,"Primary Camera, LED Flash",2016-03-27
843,Hitech Amaze S2 (Blue-Black),4 out of 5 stars,"2,849.00",Android,Blue-Black,512 MB,12.5 x 1.1 x 6.5 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-03-27
844,"Samsung Galaxy S3 Neo GT-I9300 (Marble White, 16GB)",3.5 out of 5 stars,,"Android, Ice Cream Sandwich",Marble White,16 GB,0.9 x 13.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), GPRS, EDGE, 3G, WiFi","GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 64GB",2016-03-27
845,"Moto G Turbo (Black, 16GB)",3.9 out of 5 stars,,Android,Black,,14.2 x 7.2 x 1.2 cm,"GSM, (850/900/1800/1900 MHz), UMTS/HSPA+, WCDMA, (850/ 900/ 2100 MHz), 4G LTE, Band (1, 3, 7, 8, 28, 40), GPRS, EDGE","Dual SIM, Micro SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient Light Sensor, Proximity, Sensor Hub, E-mail",2016-03-27
846,Intex Aqua 3G Pro (Silver),3.1 out of 5 stars,,"Android, Kitkat",Silver,512 MB,12.5 x 1 x 6.3 cm,"GSM, 3G, HSDPA, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
847,Celkon A359 (Black),,,"Android, Kitkat",Black,256 MB,11.5 x 1 x 6.3 cm,"GSM, 3G, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
848,"Coolpad Note 3 Lite (Champagne White, 16GB)",4 out of 5 stars,,Android,Champagne White,,14.1 x 7 x 0.9 cm,"GSM, (900/1800/1900 MHz), WCDMA, 3G, (900/2100 MHz), 4G LTE, FDD, (1800/2100 MHz), TDD, (2300 MHz), WiFi 802.11a/b/g/n/ac","Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, G sensor, E-mail",2016-03-27
849,karbonn A108 Plus,,"2,280.00",android,,2 GB,17.8 x 9.6 x 6.4 cm,GSM,"8.9 CM CAPACITIVE TOUCH SCREEN, ANDRIOD 4.4.2 KITKAT, 1 GHZ PROCESSOR, 1100 MAH BATTERY, 2.0 MP CAMERA WITH FLASH, FRONT CAMERA DIGITAL, DUAL SIM (GSM+GSM), WI-FI, G-SENSOR, 513 MB ROM, 256 MB RAM, EXPANDABLE MEMORY UPTO 32 GB, KARBONN WAP STORE, BT",2016-03-27
850,"Lava Iris Pixel V2 (White, 16GB)",3.5 out of 5 stars,"8,699.00",Android,White,2 GB,14.2 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Ambient light sensor, Proximity sensor, Hall sensor, E-mail, Expandable Memory: 32GB",2016-03-27
851,Kata i3 to Feature 5″ HD Screen,,,Android,Blue,,14 x 1 x 6.5 cm,,"1GB RAM/16GB ROM, 5″ HD IPS display (720 x 1280 resolution, 294ppi), 2,250mAh battery, 1.3GHz quad core processor Android 4.2 Jelly Bean, 13mp rear-facing autofocus camera 5mp front camera",2016-03-27
852,Panasonic Eluga I2 4G Gold,,,"Lollipop, Android",gold,,16.6 x 16.1 x 3.5 cm,4G LTE,"Bluetooth Tethering, Touchscreen, MP3, Dual SIM, USB, Primary Camera, Radio, LED Flash, GPS, Wifi",2016-03-27
853,I Ball Andi4-B2 IPS(1GB) White + Chrome,,"3,799.00","Android, KitKat, Android^KitKat",White + Chrome,1 GB,,HSDPA,"Powerful Dual Core 1.3 GHz Cortex A7 Advanced Processor, Dual SIM Dual Standby, G-sensor, FM Radio, USB Internet, Wi-Fi Direct, Enhanced 3.2 MP Camera, With LED Flash, Front Camera for Video Chatting, 10.16 cm (4"") WVGA (480x800), High Quality Display",2016-03-27
854,Adcom Kitkat A35 Plus (3G) Black,3.5 out of 5 stars,"2,702.00","Android, KitKat, Android^KitKat",Black,,15.9 x 11.3 x 7.6 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-03-27
855,iBall Avonte 5 Android Mobile Phone (Gold),2.6 out of 5 stars,"4,950.00",,silver,,17.6 x 9.6 x 5.6 cm,,,2016-03-27
856,Celkon Millennium Dazzle Q44 (Golden),1 out of 5 stars,"3,500.00","Android, Kitkat",Golden,1 GB,12.9 x 1 x 6.4 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, E-mail, Expandable Memory: 64GB",2016-03-27
857,Swipe Junior (Blue),,,Android,Blue,1 GB,13.8 x 7 x 1.3 cm,"2G, 3G, WiFi","Single SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail",2016-03-27
858,Intex Aqua Air II (Grey),,"4,999.00",Android,Grey,,14.6 x 1 x 7.3 cm,"GSM, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio",2016-03-27
859,Infocus M260 (Yellow),3.3 out of 5 stars,"4,075.00",Android,Yellow,,13.3 x 1 x 6.8 cm,"GSM, (900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz)","Dual SIM, Music Player, Video Player, FM Radio, Proximity sensor",2016-03-27
860,Panasonic P11 (Black),3.2 out of 5 stars,,"Android, Jellybean",Black,1 GB,14.4 x 1 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, Dual SIM, E-mail, Expandable Memory: 32GB",2016-03-27
861,HTC Desire Eye (Blue),4.4 out of 5 stars,"27,990.00","Android, Kitkat",Blue,2 GB,15.2 x 0.9 x 7.4 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, eCompass, Gyro meter, E-mail, Expandable Memory: 128GB",2016-03-27
862,Panasonic Eluga I2 (Metallic Grey),3 out of 5 stars,,Android,Metallic Grey,1 GB,14.4 x 0.9 x 7.1 cm,"2G, 3G, 4G","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, G sensor, Accelerometer, E-mail",2016-03-27
863,ZOPO COLOR E ZP350 HD 4G(White),,"8,888.00","Lollipop, Android",white,,7.1 x 0.8 x 14.6 cm,4G LTE,"ZOPO color e zp350 4G LTE + Dual SIM 4G LTE + Dual SIM Give you the speed you need Say goodbye to waiting! Say hello to fast 4G LTE! Browsing the news, downloading information and streaming music online is all blazing fast. Plus, you can use two phone numbers in the same phone., ZOPO color e zp350 5.0-inch HD IPS Display 5.0-inch HD IPS Display Enjoy vivid images The 5.0-inch display makes the COLOR E shine brilliantly. You can enjoy the best image quality on the IPS display even under direct sunlight., 64-bit Quad-Core CPU Gaming Power Unleashed A powerful 64-bit Quad-core MT6735 CPU and ARM Mali-T720 graphics processor (GPU) will allow you to play any modern game released! The performance is improved by 50% and the energy efficiency improved by 150%, compared to the old Mali-400 series. It runs the latest Android 5.1 OS which fully exploits the power of a 64-bit processor!, Android 5.1 Lollipop with Z-UI Deliver a brand new upgrade experience Android 5.1 Lollipop OS with Z-UI runs more smoothly with 1GB RAM, which brings a simple user interface experience and strengthens the notification center management. Meanwhile, it has a power-saving mode and face recognition technology (face unlocking technology). It will deliver a brand new upgraded experience to you!, ZOPO color e zp350 Front and rear LED Flash Front and rear LED Flash Professional looking Selfies. Comparable with DSLR Whether you are in a bar, at the club or coffee shop in low light situations, the professional LED flash can help illuminate your face, enabling your selfies to look fabulous!, 8.0MP AF Camera Capture the best moments clearly Open the camera app and gently touch the screen. Press the shutter button, the 8.0MP rear camera easily captures every moment clearly for you. Go on and share these moments with your friends!",2016-03-27
864,Kestrel KM-401 (WHITE),,,"Android, KitKat, Android^KitKat",White,0.50 GB,12.6 x 0.9 x 6.4 cm,HSDPA,"Expandable Memory Upto 32GB, Touch Screen : Yes, Capacitive (OGS)|SIM Type : Dual SIM|OS : Android 4.4 (KitKat)|Other Camera Features : Flash Support Primary Camera|Primary Camera : Yes, 5 Mega pixel",2016-03-27
865,UNI N7100 Smart Watch Mobile (White),,"1,349.00",,,,17.3 x 9.1 x 6.9 cm,,,2016-03-27
866,"Lenovo K3 Note 5.5 inch IPS Screen 4G Android OS 5.0 Smart Phone, True Octa Core 1.7GHz, RAM: 2GB, Storage: 16GB, Dual Micro SIM (Black)",2.6 out of 5 stars,"11,499.00",Android,black,,9.4 x 5.3 x 2.5 cm,4G LTE,"Bluetooth Tethering, MP3, Dual SIM, USB, Primary Camera, Radio, Wifi",2016-03-27
867,"Samsung Galaxy Note 5 N920G (Silver Titanium, 32GB)",4.2 out of 5 stars,"47,900.00",Android,Silver Titanium,4 GB,15.3 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, RGB light sensor, Geo magnetic sensor, Gyro sensor, Fingerprint sensor, Barometer, Hall sensor, E-mail",2016-03-27
868,Sony Xperia SP C5302 (White),3.8 out of 5 stars,,"Android, Jellybean",White,1 GB,13.1 x 1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), EDGE, WiFi, GPRS","GPS, Music Player, Video Player, FM Radio, Proximity sensor, Ambient light sensor, Magnetometer sensor, Gyroscope sensor, Accelerometer sensor, E-mail, Expandable Memory: 32GB",2016-03-27
869,NUVO GREEN ND-45,,,android,green,512 MB,13.5 x 6.8 x 0.9 cm,WiFi,"Expandable Memory Upto 32GB, TOUCH SCREEN",2016-03-27
870,Karbonn A81 (Black-Grey),,,Android,Black-Grey,256 MB,6.6 x 0.8 x 1 cm,"GSM, GPRS, EDGE, 3G, WiFi 802.11/b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail",2016-03-27
871,Gionee Pioneer P2 (White),3.5 out of 5 stars,,"Android, Jellybean",White,512 MB,12.6 x 1.1 x 6.4 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, e-Compass, E-mail, Expandable Memory: 32GB",2016-03-27
872,ASUS MOBILE ZENPAD 8 (FE380CG) 16GB BLACK,,"16,489.00",Android,black,,23.2 x 13.4 x 4.4 cm,,"Bluetooth Tethering, USB, Primary Camera",2016-03-27
873,Xolo Q700s (Silver),3.7 out of 5 stars,,"Android, Jellybean",Silver,1 GB,13.6 x 0.9 x 6.5 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, FM Radio, E-mail, GPS, Proximity sensor, Ambient light sensor, Accelerometer, Dual SIM",2016-03-27
874,"LG G2 D802 (White, 16GB)",4.2 out of 5 stars,,"Android, Jellybean",White,2 GB,13.9 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Gyroscope, Proximity sensor, Digital compass, E-mail",2016-03-27
875,Intex Aqua Y2 Remote (Blue),,,"Android, Kitkat",Blue,512 MB,12.5 x 1 x 6.4 cm,"GSM, 3G, WCDMA, GPRS, EDGE, WiFi 802.11/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, Gravity sensor, Proximity sensor, Light sensor, Expandable Memory: 32GB",2016-03-27
876,Infocus M812i (Silver),4 out of 5 stars,"19,999.00",Android,Silver,,15.8 x 0.7 x 7.7 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, eCompass, Gyro sensor",2016-03-27
877,Vivo Y15 (White),3.8 out of 5 stars,,"Jellybean, Android",white,0.50 GB,14.4 x 7.8 x 6.6 cm,WCDMA,"Funtouch OS based on Android 4.2,1.3GHz quad-core processor, 4GB ROM+512MB RAM, 4.5 "" Display 854 * 480 Pixels  resolution , Camera 5 M P Rear, 2 M P Front , Battery 1900MAh.",2016-03-27
878,Pocket Surfer 3G5,1 out of 5 stars,,android,,512 MB,,,Pocket Surfer 3G5,2016-03-27
879,HTC One A9 (Grey),5 out of 5 stars,"30,199.00",Android,Grey,3 GB,14.6 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), LTE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Ambient light sensor, Proximity sensor, Motion G sensor, eCompass, Gyro sensor, Magnetic sensor, Fingerprint sensor, E-mail",2016-03-27
880,HSL Y302,,"3,499.00",android,Dark Blue,256 MB,1 x 6.3 x 12.6 cm,WCDMA,"3G, Dual Sim; Dual Standby, 1.2 GHz Dual Core Processor, RAM : 256MB / ROM : 512MB - expandable up to 32 GB, 1,700 mAh Battery, Dual Camera : Rear 3.2MP / Front VGA, Android KitKat",2016-03-27
881,"Chilli B25 Feature Phone Mobile Phone With Front Camera Digital Back Camera 6.1Cms (2.4"") (Silver Black)",,,,,,,,,2016-03-27
882,Intex Aqua Wing (Black),,"4,699.00",Android,Black,,12.5 x 1 x 6.4 cm,"GSM, (50/900/1800 MHz), WCDMA, 3G, (2100/900 MHz), 4G LTE, FDD:B3, B5, TDD:B40, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-03-27
883,Refurbished Samsung Galaxy Grand Prime 4G SM-G531F (Grey),,,Android,Grey,,14.5 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Geo-magnetic sensor, E-mail",2016-03-27
884,LYF Water 1 LS5002 (White),3.8 out of 5 stars,"14,590.00",Android,White,,14.2 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, WCDMA, 3G, (900/2100 MHz), 4G LTE, (850/1800/2300 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Ambient light sensor, Proximity sensor, eCompass, Accelerometer, E-mail",2016-03-27
885,Refurbished Samsung Galaxy S3 Neo (Pebble Blue),1 out of 5 stars,,Android,Pebble Blue,1.50 GB,13.7 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi 802.11 a/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Geo-magnetic sensor, Gyro sensor, Light sensor, Proximity sensor, RGB sensor, Hall sensor, E-mail",2016-03-27
886,Gionee Pioneer P2 (Black),3.5 out of 5 stars,,Android,Black,512 MB,2.6 x 1.1 x 6.4 cm,"GSM, (850/900/1800/1900 MHz), UTMS, (2100 MHz), WiFi, EDGE, GPRS, 3G","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, Light sensor, Compass, E-mail, Expandable Memory: 32GB",2016-03-27
887,Micromax Bolt D200 (Grey),4.8 out of 5 stars,"3,045.00",Android,Grey,512 MB,10.8 x 1.4 x 4.8 cm,"GSM, (850/900/1800/1900 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
888,Lava X3 (White-Silver),2.3 out of 5 stars,"6,499.00",Android,White-Silver,,14.4 x 0.8 x 7.2 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail",2016-03-27
889,Karbonn S2 Plus  (Black),2.9 out of 5 stars,,"Android, Kitkat",Black,512 MB,13.3 x 9.7 x 6.6 cm,"WiFi, GPRS, EDGE","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
890,Samsung Galaxy J2 SM-J200G/DD (Black),4 out of 5 stars,"8,310.00",Android,Black,1 GB,13.7 x 0.8 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
891,"Refurbished Samsung Galaxy S6 Edge SM-G925 (Gold, 32GB)",4 out of 5 stars,,Android,Gold,3 GB,14.2 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-03-27
892,K-Touch A30 (3G) Dual SIM Mobile Phone with 5 MP Camera and 12.7 cm Screen (Black),,"4,499.00",Android,Black,,15.5 x 7.8 x 6 cm,3G,"Android 4.4 KitKat operating system, 32 GB expandable memory, GPRS/WAP, 32 GB expandable memory, GPRS/WAP, 3.5 mm audio jack,, Video player with recording & free flip cover",2016-03-27
893,Videocon Infinium Z41 Lite+ 4gb Black,,"2,772.00",Android,BLACK,,1 x 6.4 x 12.5 cm,,"Screen Size (in cm) : 10.16 cm (4), Processor Cores : Single Core, Internal Memory : 4GB, Rear Camera : 3 MP, Front Camera : 0.3 MP",2016-03-27
894,ALCATEL ONE TOUCH J636D+ CDMA + GSM,2.7 out of 5 stars,,"Android, Jelly Bean, Android^Jelly Bean",Black,,12.7 x 11.4 x 6.4 cm,HSDPA,"Dual SIM, EVDO(CDMA) + GSM, Dual Stand BY, data connectivity on the CDMA and GSM,, 3MP real Camera, 4.5"" Screen(touch), MP3, FM, MP4 and expandable memory thru SD card upto32GB, 1500 mAH battery and accessories like head phone, and data cable with travel charger in the unit box.",2016-03-27
895,"Meizu m1 note (White, 16GB)",3.6 out of 5 stars,"14,499.00","Android, Kitkat",White,2 GB,15.1 x 7.5 x 8.9 cm,"GSM, WCDMA, WiFi 802.11 a/b/g/n, 3nufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseG","Dual SIM, GPS, Hall Effect sensor, Infrared Proximity sensor",2016-03-27
896,Adcom Thunder A 350,,"2,331.00","Android, Ice Cream Sandwich, Android^Ice Cream Sandwich",,,17 x 10.5 x 6.3 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-03-27
