SerialN,Name,Ratings,Price,OS,Colour,RAM,Product Dimensions,Connectivity technologies,Special features,Date
817,,5 out of 5 stars,,"Android, KitKat, Android^KitKat","Pink, Black, White",512 MB,15 x 10 x 5 cm,HSDPA,"Android OS, 4.4Kitkat MTK6572 DUAL CORE PROCESSOR 1.2 GHZ, 4 inch WVGA IPS 480 * 854 pixels Dual SIM(WCDMA+GSM), 3G/WIFI /GPS / BT /FM/GPS Auto call recording Comes in 3 vibrant colour, 3.3mm headphone jack 4GB +512 Expandable upto 32 GB, CAMERA 5MP + 0.3MP DUAL SIM CARD",2016-04-03
818,,3.7 out of 5 stars,8339,"Android, Kitkat",Blue,2 GB,36 x 18.6 x 18.6 cm,"GSM, 3G, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-03
819,,3.6 out of 5 stars,9000,"Android, Kitkat",Black,1 GB,13.7 x 1.1 x 7.5 cm,"GSM, 3G, UMTS, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-04-03
820,,3.7 out of 5 stars,12599,Android,White,2 GB,14.5 x 7 x 0.6 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, (900/1900/2100 MHz), WiFi, EDGE, GPRS, 3G","Video Calls, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, compass, E-mail",2016-04-03
821,,,6900,"Kitkat, Android",white,,,,,2016-04-03
822,,,6650,"Android, Kitkat",Yellow,1 GB,13.7 x 0.8 x 6.8 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, E-mail, Expandable Memory: 64GB",2016-04-03
823,,3.7 out of 5 stars,8649,Android,White,2 GB,15.2 x 0.9 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Hall sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
824,,,,Android,White,1.50 GB,14.2 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz ), 3G, UMTS, (850/1900/2100 MHz), WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail",2016-04-03
825,,4 out of 5 stars,,"Android, Jellybean",Black,512 MB,17.2 x 10.2 x 5.8 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, FM Radio, E-mail, G sensor, Dual SIM",2016-04-03
826,,,,android,black,512 MB,11.5 x 1.1 x 6.1 cm,usb,"Bluetooth Tethering, Dual SIM, USB, Primary Camera, Expandable Memory, Wifi",2016-04-03
827,,,10531,Android,blue,,7.7 x 0.9 x 15.4 cm,4G LTE,"5.5'' HD Display, 3000mAh Battery, 4G 1 GB RAM 8 GB ROM, 8 MP Primary camera, Quad-Core Processor",2016-04-03
828,,3 out of 5 stars,,"Android, Kitkat",Black,1 GB,13.5 x 1 x 6.7 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
829,,3.4 out of 5 stars,6159,"Android, Kitkat",Black-Gold,1 GB,15.4 x 8 x 4.4 cm,"GSM, (850/900/1800/1900 MHz), 3G, WiFi","Dual SIM, Music Player, Video Player, Gravity sensor, Light sensor, Proximity sensor, Magnetic sensor, Expandable Memory: 32GB",2016-04-03
830,,3.9 out of 5 stars,,"Android, Kitkat",Glacier Blue,1 GB,14 x 1 x 7 cm,"GSM, (900/1800/1900 MHz), 3G, (900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-04-03
831,,,,,,,,,,2016-04-03
832,,,5399,Android,,,,,"Bluetooth Tethering, Dual SIM, USB, Primary Camera, Radio, LED Flash, GPS, Internet, Wifi",2016-04-03
833,,,,"Android, Kitkat",Black,1 GB,11.9 x 1.1 x 6.3 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-04-03
834,,3.2 out of 5 stars,,"Android, Jellybean",Black,1 GB,14.3 x 0.9 x 7.3 cm,"GSM, (900/1800 MHz), WCDMA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Magnetometer, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
835,,3.2 out of 5 stars,4190,Android,Dark Blue,512 MB,12.6 x 1 x 6.5 cm,"GSM, 3G, WCDMA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Light sensor, Proximity sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-03
836,,,6500,"Android, Kitkat",Silver,1 GB,12.6 x 0.8 x 6.5 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Accelerometer, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-03
837,,3.7 out of 5 stars,,"Android, Jellybean",White-Silver,512 MB,14.6 x 0.9 x 7.4 cm,"GSM, (900/1800 MHz), EDGE, WiFi","E-mail, Expandable Memory: 32GB",2016-04-03
838,,3.2 out of 5 stars,9998,Android,Alabaster White,2 GB,15.5 x 0.9 x 7.8 cm,"GSM, (900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, Gyroscope, E-mail, Expandable Memory: 32GB",2016-04-03
839,,4 out of 5 stars,17990,"Android, Kitkat",White,2 GB,13.9 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), HSPA, 4G, WiFi 802.11 a/b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Compass, E-mail, Expandable Memory: 64GB",2016-04-03
840,,,,"Android, jellyBean, Android^jellyBean",Blue,512 MB,17.2 x 10 x 5.6 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-04-03
841,,3.9 out of 5 stars,14999,"Android, Kitkat",White,3 GB,13.9 x 0.9 x 6.9 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Single SIM, GPS, Music Player, Video Player, eCompass, Gravity sensor, Proximity sensor, Light sensor, Accelerometer, E-mail",2016-04-03
842,,4 out of 5 stars,7999,Android,,,15.6 x 9.8 x 5.8 cm,,"Primary Camera, LED Flash",2016-04-03
843,,4 out of 5 stars,2849,Android,Blue-Black,512 MB,12.5 x 1.1 x 6.5 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-04-03
844,,3.5 out of 5 stars,12500,"Android, Ice Cream Sandwich",Marble White,16 GB,0.9 x 13.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), GPRS, EDGE, 3G, WiFi","GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 64GB",2016-04-03
845,,3.4 out of 5 stars,12499,Android,Black,,14.2 x 7.2 x 1.2 cm,"GSM, (850/900/1800/1900 MHz), UMTS/HSPA+, WCDMA, (850/ 900/ 2100 MHz), 4G LTE, Band (1, 3, 7, 8, 28, 40), GPRS, EDGE","Dual SIM, Micro SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient Light Sensor, Proximity, Sensor Hub, E-mail",2016-04-03
846,,3.1 out of 5 stars,,"Android, Kitkat",Silver,512 MB,12.5 x 1 x 6.3 cm,"GSM, 3G, HSDPA, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-04-03
847,,,,"Android, Kitkat",Black,256 MB,11.5 x 1 x 6.3 cm,"GSM, 3G, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-03
848,,3.9 out of 5 stars,6999,Android,Champagne White,,14.1 x 7 x 0.9 cm,"GSM, (900/1800/1900 MHz), WCDMA, 3G, (900/2100 MHz), 4G LTE, FDD, (1800/2100 MHz), TDD, (2300 MHz), WiFi 802.11a/b/g/n/ac","Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, G sensor, E-mail",2016-04-03
849,,,2270,android,,2 GB,17.8 x 9.6 x 6.4 cm,GSM,"8.9 CM CAPACITIVE TOUCH SCREEN, ANDRIOD 4.4.2 KITKAT, 1 GHZ PROCESSOR, 1100 MAH BATTERY, 2.0 MP CAMERA WITH FLASH, FRONT CAMERA DIGITAL, DUAL SIM (GSM+GSM), WI-FI, G-SENSOR, 513 MB ROM, 256 MB RAM, EXPANDABLE MEMORY UPTO 32 GB, KARBONN WAP STORE, BT",2016-04-03
850,,3.5 out of 5 stars,8888,Android,White,2 GB,14.2 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Ambient light sensor, Proximity sensor, Hall sensor, E-mail, Expandable Memory: 32GB",2016-04-03
851,,,,Android,Blue,,14 x 1 x 6.5 cm,,"1GB RAM/16GB ROM, 5″ HD IPS display (720 x 1280 resolution, 294ppi), 2,250mAh battery, 1.3GHz quad core processor Android 4.2 Jelly Bean, 13mp rear-facing autofocus camera 5mp front camera",2016-04-03
852,,,7690,"Lollipop, Android",gold,,16.6 x 16.1 x 3.5 cm,4G LTE,"Bluetooth Tethering, Touchscreen, MP3, Dual SIM, USB, Primary Camera, Radio, LED Flash, GPS, Wifi",2016-04-03
853,,,,"Android, KitKat, Android^KitKat",White + Chrome,1 GB,,HSDPA,"Powerful Dual Core 1.3 GHz Cortex A7 Advanced Processor, Dual SIM Dual Standby, G-sensor, FM Radio, USB Internet, Wi-Fi Direct, Enhanced 3.2 MP Camera, With LED Flash, Front Camera for Video Chatting, 10.16 cm (4"") WVGA (480x800), High Quality Display",2016-04-03
854,,3.5 out of 5 stars,2702,"Android, KitKat, Android^KitKat",Black,,15.9 x 11.3 x 7.6 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-04-03
855,,2.6 out of 5 stars,5599,,silver,,17.6 x 9.6 x 5.6 cm,,,2016-04-03
856,,1 out of 5 stars,,"Android, Kitkat",Golden,1 GB,12.9 x 1 x 6.4 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, E-mail, Expandable Memory: 64GB",2016-04-03
857,,,3999,Android,Blue,1 GB,13.8 x 7 x 1.3 cm,"2G, 3G, WiFi","Single SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail",2016-04-03
858,,,4990,Android,Grey,,14.6 x 1 x 7.3 cm,"GSM, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio",2016-04-03
859,,3.3 out of 5 stars,4070,Android,Yellow,,13.3 x 1 x 6.8 cm,"GSM, (900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz)","Dual SIM, Music Player, Video Player, FM Radio, Proximity sensor",2016-04-03
860,,3.2 out of 5 stars,,"Android, Jellybean",Black,1 GB,14.4 x 1 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, Dual SIM, E-mail, Expandable Memory: 32GB",2016-04-03
861,,4.6 out of 5 stars,27990,"Android, Kitkat",Blue,2 GB,15.2 x 0.9 x 7.4 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, eCompass, Gyro meter, E-mail, Expandable Memory: 128GB",2016-04-03
862,,3 out of 5 stars,,Android,Metallic Grey,1 GB,14.4 x 0.9 x 7.1 cm,"2G, 3G, 4G","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, G sensor, Accelerometer, E-mail",2016-04-03
863,,,8888,"Lollipop, Android",white,,7.1 x 0.8 x 14.6 cm,4G LTE,"ZOPO color e zp350 4G LTE + Dual SIM 4G LTE + Dual SIM Give you the speed you need Say goodbye to waiting! Say hello to fast 4G LTE! Browsing the news, downloading information and streaming music online is all blazing fast. Plus, you can use two phone numbers in the same phone., ZOPO color e zp350 5.0-inch HD IPS Display 5.0-inch HD IPS Display Enjoy vivid images The 5.0-inch display makes the COLOR E shine brilliantly. You can enjoy the best image quality on the IPS display even under direct sunlight., 64-bit Quad-Core CPU Gaming Power Unleashed A powerful 64-bit Quad-core MT6735 CPU and ARM Mali-T720 graphics processor (GPU) will allow you to play any modern game released! The performance is improved by 50% and the energy efficiency improved by 150%, compared to the old Mali-400 series. It runs the latest Android 5.1 OS which fully exploits the power of a 64-bit processor!, Android 5.1 Lollipop with Z-UI Deliver a brand new upgrade experience Android 5.1 Lollipop OS with Z-UI runs more smoothly with 1GB RAM, which brings a simple user interface experience and strengthens the notification center management. Meanwhile, it has a power-saving mode and face recognition technology (face unlocking technology). It will deliver a brand new upgraded experience to you!, ZOPO color e zp350 Front and rear LED Flash Front and rear LED Flash Professional looking Selfies. Comparable with DSLR Whether you are in a bar, at the club or coffee shop in low light situations, the professional LED flash can help illuminate your face, enabling your selfies to look fabulous!, 8.0MP AF Camera Capture the best moments clearly Open the camera app and gently touch the screen. Press the shutter button, the 8.0MP rear camera easily captures every moment clearly for you. Go on and share these moments with your friends!",2016-04-03
864,,,,"Android, KitKat, Android^KitKat",White,0.50 GB,12.6 x 0.9 x 6.4 cm,HSDPA,"Expandable Memory Upto 32GB, Touch Screen : Yes, Capacitive (OGS)|SIM Type : Dual SIM|OS : Android 4.4 (KitKat)|Other Camera Features : Flash Support Primary Camera|Primary Camera : Yes, 5 Mega pixel",2016-04-03
865,,,1349,,,,17.3 x 9.1 x 6.9 cm,,,2016-04-03
866,,2.3 out of 5 stars,11199,Android,black,,9.4 x 5.3 x 2.5 cm,4G LTE,"Bluetooth Tethering, MP3, Dual SIM, USB, Primary Camera, Radio, Wifi",2016-04-03
867,,4.2 out of 5 stars,47900,Android,Silver Titanium,4 GB,15.3 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, RGB light sensor, Geo magnetic sensor, Gyro sensor, Fingerprint sensor, Barometer, Hall sensor, E-mail",2016-04-03
868,,3.8 out of 5 stars,,"Android, Jellybean",White,1 GB,13.1 x 1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), EDGE, WiFi, GPRS","GPS, Music Player, Video Player, FM Radio, Proximity sensor, Ambient light sensor, Magnetometer sensor, Gyroscope sensor, Accelerometer sensor, E-mail, Expandable Memory: 32GB",2016-04-03
869,,,,android,green,512 MB,13.5 x 6.8 x 0.9 cm,WiFi,"Expandable Memory Upto 32GB, TOUCH SCREEN",2016-04-03
870,,,,Android,Black-Grey,256 MB,6.6 x 0.8 x 1 cm,"GSM, GPRS, EDGE, 3G, WiFi 802.11/b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail",2016-04-03
871,,3.5 out of 5 stars,,"Android, Jellybean",White,512 MB,12.6 x 1.1 x 6.4 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, e-Compass, E-mail, Expandable Memory: 32GB",2016-04-03
872,,,,Android,black,,23.2 x 13.4 x 4.4 cm,,"Bluetooth Tethering, USB, Primary Camera",2016-04-03
873,,3.7 out of 5 stars,,"Android, Jellybean",Silver,1 GB,13.6 x 0.9 x 6.5 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, FM Radio, E-mail, GPS, Proximity sensor, Ambient light sensor, Accelerometer, Dual SIM",2016-04-03
874,,4.2 out of 5 stars,30000,"Android, Jellybean",White,2 GB,13.9 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Gyroscope, Proximity sensor, Digital compass, E-mail",2016-04-03
875,,,,"Android, Kitkat",Blue,512 MB,12.5 x 1 x 6.4 cm,"GSM, 3G, WCDMA, GPRS, EDGE, WiFi 802.11/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, Gravity sensor, Proximity sensor, Light sensor, Expandable Memory: 32GB",2016-04-03
876,,4 out of 5 stars,19999,Android,Silver,,15.8 x 0.7 x 7.7 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, eCompass, Gyro sensor",2016-04-03
877,,3.8 out of 5 stars,,"Jellybean, Android",white,0.50 GB,14.4 x 7.8 x 6.6 cm,WCDMA,"Funtouch OS based on Android 4.2,1.3GHz quad-core processor, 4GB ROM+512MB RAM, 4.5 "" Display 854 * 480 Pixels  resolution , Camera 5 M P Rear, 2 M P Front , Battery 1900MAh.",2016-04-03
878,,1 out of 5 stars,,android,,512 MB,,,Pocket Surfer 3G5,2016-04-03
879,,5 out of 5 stars,30199,Android,Grey,3 GB,14.6 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), LTE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Ambient light sensor, Proximity sensor, Motion G sensor, eCompass, Gyro sensor, Magnetic sensor, Fingerprint sensor, E-mail",2016-04-03
880,,,3499,android,Dark Blue,256 MB,1 x 6.3 x 12.6 cm,WCDMA,"3G, Dual Sim; Dual Standby, 1.2 GHz Dual Core Processor, RAM : 256MB / ROM : 512MB - expandable up to 32 GB, 1,700 mAh Battery, Dual Camera : Rear 3.2MP / Front VGA, Android KitKat",2016-04-03
881,,,,,,,,,,2016-04-03
882,,,4699,Android,Black,,12.5 x 1 x 6.4 cm,"GSM, (50/900/1800 MHz), WCDMA, 3G, (2100/900 MHz), 4G LTE, FDD:B3, B5, TDD:B40, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-04-03
883,,,,Android,Grey,,14.5 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Geo-magnetic sensor, E-mail",2016-04-03
884,,3.8 out of 5 stars,13945,Android,White,,14.2 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, WCDMA, 3G, (900/2100 MHz), 4G LTE, (850/1800/2300 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Ambient light sensor, Proximity sensor, eCompass, Accelerometer, E-mail",2016-04-03
885,,3 out of 5 stars,,Android,Pebble Blue,1.50 GB,13.7 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi 802.11 a/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Geo-magnetic sensor, Gyro sensor, Light sensor, Proximity sensor, RGB sensor, Hall sensor, E-mail",2016-04-03
886,,3.5 out of 5 stars,,Android,Black,512 MB,2.6 x 1.1 x 6.4 cm,"GSM, (850/900/1800/1900 MHz), UTMS, (2100 MHz), WiFi, EDGE, GPRS, 3G","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, Light sensor, Compass, E-mail, Expandable Memory: 32GB",2016-04-03
887,,4.8 out of 5 stars,2479,Android,Grey,512 MB,10.8 x 1.4 x 4.8 cm,"GSM, (850/900/1800/1900 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-03
888,,3.4 out of 5 stars,,Android,White-Silver,,14.4 x 0.8 x 7.2 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail",2016-04-03
889,,2.9 out of 5 stars,,"Android, Kitkat",Black,512 MB,13.3 x 9.7 x 6.6 cm,"WiFi, GPRS, EDGE","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-04-03
890,,4 out of 5 stars,8350,Android,Black,1 GB,13.7 x 0.8 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-04-03
891,,4 out of 5 stars,,Android,Gold,3 GB,14.2 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-04-03
892,,,,,,,,,,2016-04-03
893,,,2699,Android,BLACK,,1 x 6.4 x 12.5 cm,,"Screen Size (in cm) : 10.16 cm (4), Processor Cores : Single Core, Internal Memory : 4GB, Rear Camera : 3 MP, Front Camera : 0.3 MP",2016-04-03
894,,2.7 out of 5 stars,,"Android, Jelly Bean, Android^Jelly Bean",Black,,12.7 x 11.4 x 6.4 cm,HSDPA,"Dual SIM, EVDO(CDMA) + GSM, Dual Stand BY, data connectivity on the CDMA and GSM,, 3MP real Camera, 4.5"" Screen(touch), MP3, FM, MP4 and expandable memory thru SD card upto32GB, 1500 mAH battery and accessories like head phone, and data cable with travel charger in the unit box.",2016-04-03
895,,3.6 out of 5 stars,14499,"Android, Kitkat",White,2 GB,15.1 x 7.5 x 8.9 cm,"GSM, WCDMA, WiFi 802.11 a/b/g/n, 3nufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseG","Dual SIM, GPS, Hall Effect sensor, Infrared Proximity sensor",2016-04-03
896,,,2331,"Android, Ice Cream Sandwich, Android^Ice Cream Sandwich",,,17 x 10.5 x 6.3 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-04-03
897,,,,Android,Black,512 MB,15.5 x 6.1 x 9.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA(900/2100 MHz), WiFi 802.11 b/g/n","Dual SIM, Music Player, Video Player, Accelerometer, Ambient light sensor, Proximity sensor",2016-04-03
898,,1 out of 5 stars,19999,Android,Black,32 MB,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G, LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope, Proximity sensor, Light sensor, Hall sensor, E-mail",2016-04-03
899,,5 out of 5 stars,,"Android, KitKat, Android^KitKat",white,1 GB,18.9 x 11.8 x 6.2 cm,HSDPA,"Expandable Memory Up to 64GB, Doogee DG800 Smartphone use MTK6582 Quad Core 1.3GHz, 1G RAM + 8G ROM with 4.5 inch|960*540 screen, Android 4..4.2 OS, promises quite a fast operation speed is quite amazing and impressive.|8.0MP front camera for convenient self-capturing, 13.0MP back camera for you to record every single moment clearly|G, GPS, WiFi, WiFi direct, hotspot, etc all available to make this phone the most valuable choice Doogee DG800.",2016-04-03
900,,2.3 out of 5 stars,7380,"Android, Kitkat",Black,1 GB,17.8 x 13 x 4 cm,"GSM, (900/1800/850/1900 MHz), WCDMA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Magnetic sensor, Proximity sensor, Light sensor, Hall sensor, E-mail, Expandable Memory: 32GB",2016-04-03
901,,4 out of 5 stars,9000,"Android, Jellybean",White,1 GB,14 x 0.9 x 7 cm,"GSM, (900/1800/1900 MHz), HSDPA, (900/2100 MHz), GPRS, EDGE, 3G, WiFi","Music Player, Video Player, E-mail, Accelerometer sensor, Proximity sensor, Compass, Dual SIM, FM Radio, Expandable Memory: 32GB",2016-04-03
902,,3.4 out of 5 stars,2650,android,White Gold,,18.3 x 14 x 4.1 cm,,"Dual SIM, Android KitKat 4.4.2, Practically unlimited Phonebook & SMS memory, RAM 512, Display Size (inch) 4""",2016-04-03
903,,3.4 out of 5 stars,,"Android, Jellybean",Blue,2 GB,12.8 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, WiFi","Music Player, Video Player, FM Radio, E-mail, GPS, Light sensor, Motion sensor, Proximity sensor, Magnetic sensor, Gyroscope sensor, Dual SIM",2016-04-03
904,,,7490,"Android, jellyBean, Android^jellyBean",Black,1 GB,17.6 x 11.4 x 6.2 cm,HSDPA,"5MP primary camera with dual LED flash, auto focus, video recording, geotagging, touch focus, face detection and 2MP front facing camera, 5-inch IPS LCD multi-touch capacitive touchscreen with 540 x 960 pixels resolution and 16M color support, Android v4.2.2 Jelly Bean operating system with 1.2GHz Cortex A7 quad core processor, 1GB RAM, 4GB internal memory expandable up to 32GB and dual SIM (GSM+GSM), 1900mAH battery providing talk-time up to 5 hours and standby time up to 150 hours, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",2016-04-03
905,,,,Android,White,1 GB,14.1 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-04-03
906,,,,Android,Black,,13.4 x 1 x 6.7 cm,WiFi,"Dual SIM, Android 4.4 kitkat, Screen Size 5'' Q HD 540x960 OPS Screen, RAM 512 MB & 1 GB ROM, 2800 Mah Battery",2016-04-03
907,,4.5 out of 5 stars,,android,Black,1 GB,7.6 x 0.7 x 15.3 cm,HSDPA,"Expandable Memory Upto 32GB, True Octa core 1.7GHz processor, 5.5 inch HD Display, 13.0 MP rear camera, 5.0 MP front cameras with Flash light, Wireless transmission screen",2016-04-03
