SerialN,Name,Ratings,Price,OS,Colour,RAM,Product Dimensions,Connectivity technologies,Special features,Date
231,,,,Android,Black,,14.7 x 1 x 6.5 cm,,"Dual Sim 1.2 GHz, Two Extra Back cover which help you to makes your one phone of Black colour in White & Red, 2 MP Back Camera With Flash & 0.3 Front Camera, Supports Wi-Fi, Bluetooth, FM radio and MP3/MP4 Supports an external SD card, Supports WhatsApp, Facebook and Twitter, Plastic Elegnat Box",2016-04-07
232,,4.6 out of 5 stars,"12,900.00","Android, Jellybean",Black,1 GB,15 x 0.9 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, E-mail, GPS, Dual SIM, Ambient light sensor, Accelerometer, Proximity sensor, Digital compass, Expandable Memory: 32GB",2016-04-07
233,,5 out of 5 stars,"42,290.00",Android,Green,,14.6 x 0.7 x 7.2 cm,"GSM, HSPA, 3G, LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Fingerprint sensor, Ambient light sensor, Proximity sensor, E-mail",2016-04-07
234,,,,"Android, Ice Cream Sandwich",Black,512 MB,12.5 x 1 x 6.3 cm,"GSM, (900/1800 MHz), EDGE, GPRS, WiFi, 3G, WCDMA, (2100 MHz)","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Gravity sensor, Light sensor, Proximity sensor",2016-04-07
235,,3.5 out of 5 stars,"8,999.00","Android, Kitkat",Black,2 GB,14 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, EDGE, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Gyro sensor, Proximity sensor, Light sensor, eCompass, E-mail, Expandable Memory: 64GB",2016-04-07
236,,3 out of 5 stars,"4,081.00",android,Gold,,14 x 11 x 7 cm,,"4.0 Inch Screen, Battery Capacity: 1500 mAh, Memory: RAM 1 GB,Internal 8 GB, Rear Camera: 5 MP with flash, Front Camera : 1.3 MP, Connectivity:3G,WiFi,Bluetooth,GPS,USB",2016-04-07
237,,4 out of 5 stars,"7,389.00",Android,White-Blue,1 GB,16.6 x 0.9 x 8.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
238,,3 out of 5 stars,"4,547.00",Android,White,1 GB,18 x 10.8 x 7.7 cm,HSDPA,"Expandable Memory Upto 32GB, Primary Camera 8 MP & Secondary Camera 3.2 MP",2016-04-07
239,,1 out of 5 stars,,Android,Grey,,14 x 1 x 6.5 cm,GSM,"13 MP and 5 MP Camera, 13 MP Back Camera and 5 MP Front Camera, GSM + CDMA & Also GSM + GSM, 2.4 GHz Quad Core 2 GB RAM, 16 GB ROM, 2000 Mah Battery, Best Selfie Camera With Auto Focus",2016-04-07
240,,2.5 out of 5 stars,,"Android, Kitkat",Black,256 MB,12.3 x 1 x 6.3 cm,"GSM, 3G, HSDPA, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-07
241,,4.2 out of 5 stars,"12,999.00",Android,Silver,,15.1 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (850/900/2100 MHz), 4G LTE, WiFi 802.11b/g/n","Dual SIM,GPS,Music Player,Video Player,FM Radio,Accelerometer,Light sensor,Proximity sensor,Digital compass,Fingerprint sensor,E-mail, Checks to avoid heating:-, 1.Always use correct rating charger - 5v and Amh should not be access as per given in original charger, otherwise there will be a possibility of heating, 2.Disable unwanted apps/ functions & reduce gaming, 3.Check wifi and Bluetooth connections will not open as without use, 4.Cleaning back end running Apps,caches, 5.If we will speak over phone during phone charging possible chance of heating the phone  -  Avoid speaking during charging",2016-04-07
242,,,,"Android, jellyBean, Android^jellyBean",White,1.50 GB,16.8 x 9.2 x 5.8 cm,HSDPA,"Dual Sim(GSM + GSM), Android 4.2, 1.2 Ghz Dual core, 4GB ROM, 3MP Camera",2016-04-07
243,,1 out of 5 stars,"3,605.00",Android,Champange,,13.5 x 1 x 6.6 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi 802.11b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, E-mail",2016-04-07
244,,3.7 out of 5 stars,,"Android, Kitkat",Black,1 GB,13.7 x 0.8 x 6.8 cm,"GSM, (900/1800 MHz), HSDPA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-07
245,,4.3 out of 5 stars,,"Android, Kitkat",Black,256 MB,14.2 x 8.6 x 5.8 cm,"GSM, GPRS, WiFi","Music Player, Video Player, FM Radio, Video Calls, G sensor, E-mail, Dual SIM",2016-04-07
246,,,,"Android, Kitkat",White,256 MB,11.9 x 1.1 x 6.3 cm,"GSM, (850/900/1800 MHz), 3G, HSDPA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail",2016-04-07
247,,3.6 out of 5 stars,"6,999.00","Android, Jellybean",White,512 MB,13.5 x 6.9 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), WiFi, 3G, GPRS, EDGE","Music Player, Video Player, Dual SIM, FM Radio, E-mail, Proximity sensor, Gravity sensor, Expandable Memory: 32GB",2016-04-07
248,,2.7 out of 5 stars,"3,999.00",Android,Gold-Black,1 GB,13.5 x 0.9 x 6.7 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, Expandable Memory: 32GB",2016-04-07
249,,2.5 out of 5 stars,"2,499.00","Android, Gingerbread",Black,256 MB,0.9 x 6.8 x 13.2 cm,"GSM, WiFi, EDGE","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor",2016-04-07
250,,3 out of 5 stars,,"Android, Kitkat",White,512 MB,15.8 x 4.2 x 8.8 cm,"GSM, (850/900/1800/1900 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-07
251,,5 out of 5 stars,,"Android, Jellybean",Gold,2 GB,13.9 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Gyroscope, Proximity sensor, Digital compass, E-mail",2016-04-07
252,,,,Android,Black,2 GB,14 x 1 x 7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, eCompass, Proximity sensor, Light sensor, Hall sensor, E-mail",2016-04-07
253,,4 out of 5 stars,"4,149.00",Android,White,,13.3 x 1 x 6.8 cm,"GSM, (900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz)","Dual SIM, Music Player, Video Player, FM Radio, Proximity sensor",2016-04-07
254,,3.3 out of 5 stars,,"Android, Kitkat",Grey,1 GB,14.4 x 0.8 x 7.2 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
255,,3 out of 5 stars,"6,890.00","Android, Kitkat",Black,512 MB,17.2 x 10.4 x 5.6 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (850/900/1900/2100 MHz), GPRS, EDGE, 3G","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
256,,2 out of 5 stars,,android,Black,,15 x 9.2 x 6.2 cm,HSDPA,"Primary : 5 MP, 2592,1944 pixels, Wi-Fi : Wi-Fi 802.11 b/g/n, Wi-Fi hotspot, Fm Radio : TBC, Secondary : VGA, Os Version : Android OS, v4.2 (Jelly Bean)",2016-04-07
257,,3.6 out of 5 stars,"11,890.00","Android, Kitkat",Blue,2 GB,14.2 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (1900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravitation sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
258,,,"15,349.00",Android,Silver,2 GB,15.7 x 1.1 x 7.7 cm,"GSM, 3G, WCDMA, (850/900/1900/2100 MHz), LTE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerator, G sensor, eCompass, Gyroscope, Proximity sensor, Ambient light sensor, Hall sensor, E-mail",2016-04-07
259,,3.7 out of 5 stars,,"Android, Kitkat",Blue,1 GB,15.7 x 0.8 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi IEEE 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
260,,4 out of 5 stars,"5,338.00",Android,,,16 x 8.4 x 4.4 cm,,"Bluetooth Tethering, Touchscreen, Primary Camera, Wifi",2016-04-07
261,,3.9 out of 5 stars,"8,699.00","Android, Jellybean",White,2 GB,14.8 x 1 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, G sensor, eCompass, Proximity sensor, Light sensor, Hall sensor, E-mail, Dual SIM, Expandable Memory: 64GB",2016-04-07
262,,3 out of 5 stars,"2,399.00",Android,Black,256 MB,11.6 x 1.2 x 6.2 cm,"GSM, 3G, WCDMA, EDGE, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, E-mail, Expandable Memory: 32GB",2016-04-07
263,,3 out of 5 stars,"2,750.00",Android,Grey,256 MB,12.4 x 1 x 6.5 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi","Video Calls, Dual SIM, Music Player, Video Player, E-mail",2016-04-07
264,,3.2 out of 5 stars,"3,099.00",Android,Blue,512 MB,13.4 x 1 x 6.8 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail, Expandable Memory: 32GB",2016-04-07
265,,3.5 out of 5 stars,"16,500.00","Android, Ice Cream Sandwich",Pebble Blue,1024 MB,13.7 x 7.1 x 0.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), GPRS, EDGE, 3G, WiFi","GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 64GB",2016-04-07
266,,4 out of 5 stars,,"Android, Gingerbread, Android^Gingerbread",Black,256 MB,27.9 x 20 x 9.6 cm,HSDPA,"Expandable Memory Upto 32GB, OS : Android OS, v2.3 (Gingerbread), Internal : 256 MB RAM, 512 MB ROM, WLAN : Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, Bluetooth : v3.0, A2DP, EDR",2016-04-07
267,,,"2,649.00",Android,Champagne Gold,256 MB,12.5 x 1 x 6.5 cm,"GSM, GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail",2016-04-07
268,,,,"Android, jellyBean, Android^jellyBean",,256 MB,18 x 9.5 x 6.3 cm,HSDPA,"Expandable Memory Upto 32GB, 2G/3G Support|4″ WVGA Capacitive Touch|1 Ghz Dual Core|Internal Memory 2GB, 256 MB Ram|4.2.2 Jelly Bean|CPU MTK6572M ARM A7|G- Sensor, Proximity Sensor|Li-Ion 1500 mAh battery",2016-04-07
269,,,,"Android, jellyBean, Android^jellyBean",Black,512 MB,15 x 8.6 x 4.8 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-04-07
270,,3.4 out of 5 stars,,Android,Onyx,,14 x 0.7 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, 4G LTE, WiFi 2.4GHz b/g/n","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, Gyroscope, Proximity sensor, Ambient light sensor, Hall sensor, E-mail",2016-04-07
271,,4.1 out of 5 stars,"50,100.00",Android,Gold,4 GB,15.3 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, RGB light sensor, Geo magnetic sensor, Gyro sensor, Fingerprint sensor, Barometer, Hall sensor, E-mail",2016-04-07
272,,4.5 out of 5 stars,"53,900.00",Android,Gold Platinum,4 GB,15.4 x 0.7 x 7.6 cm,"GSM, 3G, 4G LTE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, E-mail",2016-04-07
273,,3 out of 5 stars,"2,949.00",Android,White,512 MB,12.7 x 1 x 6.4 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-04-07
274,,3.9 out of 5 stars,,"Android, Kitkat",White,1 GB,16.3 x 0.9 x 8.4 cm,"GSM, WiFi, 3G","Music Player, Video Player, FM Radio, GPS, Proximity sensor, Accelerometer, Ambient light sensor, Dual SIM, Expandable Memory: 32GB",2016-04-07
275,,2 out of 5 stars,,"Android, KitKat, Android^KitKat",Black Blue,0.50 GB,18.5 x 15.2 x 5.3 cm,HSDPA,"Expandable Memory Upto 32GB, rear camera with LED flash|1700mAh battery|Android KitKat|4.3-inch display|1.3GHz dual-core processor",2016-04-07
276,,3 out of 5 stars,,Android,Black,,12.6 x 1 x 6.4 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100/900 MHz), GPRS, EDGE, HSPA+, HSPA, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-04-07
277,,,"2,702.00",Android,Black,256 MB,15.5 x 9.5 x 5.4 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-04-07
278,,3.9 out of 5 stars,"18,900.00","Android, Jellybean",Purple,1 GB,16.5 x 0.8 x 8.4 cm,"GSM, GPRS, EDGE, (850/900/1800/1900 MHz), WCDMA","Music Player, Video Player, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-07
279,,3.5 out of 5 stars,"14,500.00",Android,Milkyway Grey,1 GB,15.8 x 0.8 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-07
280,,3.8 out of 5 stars,,Android,Grey,1 GB,13.3 x 1.1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, (900/1900/2100 MHz)","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Motion sensor, Light sensor, E-mail",2016-04-07
281,,4.5 out of 5 stars,,Android,Black,512 MB,12.3 x 1.1 x 6.3 cm,"GSM, EDGE, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz), WiFi","GPS, Music Player, Video Player, Accelerometer, G sensor, E-mail",2016-04-07
282,,,,"Android, Jellybean",Black,2 GB,15.2 x 0.8 x 7.2 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-07
283,,,"8,599.00","Lollipop, Android",black,,16.8 x 8.7 x 7.8 cm,,"Video Playback, Primary Camera, LED Flash",2016-04-07
284,,4 out of 5 stars,,Android,Champagne,1 GB,15.1 x 0.9 x 7.8 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Light sensor, Proximity sensor, Accelerometer, Gyroscope, eCompass, E-mail, Expandable Memory: 32GB",2016-04-07
285,,2.8 out of 5 stars,"6,800.00","Android, Kitkat",Multi-colored,1 GB,13.3 x 1.1 x 7.1 cm,"GSM, 3G, GPRS, EDGE, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-07
286,,3.8 out of 5 stars,"11,999.00",Android,Black,,15.4 x 0.9 x 7.7 cm,"GSM, 3G, 4G LTA, WiFi","Video Calls, Dual SIM-Both SIM Support LTE, GPS, Music Player, Video Player, FM Radio, Accelerometer, Terescope, E-mail",2016-04-07
287,,,,Android,Red,,18 x 8 x 5 cm,"GSM, WiFi","Dual SIM (GSM + WCDMA), Dual Standby, Android 4.4 kitkat, Screen Size 3.5'', RAM 1 GB, E-Mail, Music Player, Video Player",2016-04-07
288,,1 out of 5 stars,"20,900.00",Android,White Luxury,2 GB,15.8 x 0.8 x 8 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), LTE, WiFi 802.11 a/b/g/n/ac","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail",2016-04-07
289,,,,Android,White,256 MB,11.9 x 6.2 x 1.1 cm,3G,"Android 4.4.2 KitKat OS, 1.2 GHz Dual Core Processor, 3G With Wifi, 2 MP Primary Camera, 1.3 MP Secondary Camera",2016-04-07
290,,3.4 out of 5 stars,"39,900.00","Android, Kitkat",Charcoal Black,2 GB,13.2 x 0.7 x 6.6 cm,"GSM, (850/900 MHz), DCS, (1800 MHz), PCS, (1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), 4G, FDD 4G LTE, (700/850/900/1800/1900/2100/2600 MHz), TDD 4G LTE, (2300 MHz), WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Geomagnetic sensor, Hall sensor, Light sensor, Proximity sensor, Gesture sensor, Fingerprint sensor, HR sensor, E-mail",2016-04-07
291,,4.2 out of 5 stars,"16,886.00",Android,White,1.5 GB,16.4 x 0.9 x 8.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, eCompass, E-mail, Expandable Memory: 64GB",2016-04-07
292,,3.7 out of 5 stars,,"Android, Kitkat",Purple,1 GB,14 x 0.9 x 7.1 cm,"GSM, (850, 900/1800/1900 MHz), UMTS, 3G, (2100 MHZ), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, eCompass, Magnetometer, Accelerometer, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
293,,4 out of 5 stars,,"Android, Kitkat",Black,2 GB,12.7 x 12.7 x 12.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/1900/2100 MHz), WiFi","Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, Compass, Barometer sensor, Hall sensor, RGB ambient light sensor, Gesture sensor, Fingerprint sensor, Heart rate sensor, E-mail, Expandable Memory: 128GB",2016-04-07
294,,4 out of 5 stars,"11,499.00","Android, Jellybean",Black,2 GB,14 x 0.9 x 6.6 cm,"GSM(850/900/1800/1900 MHz), 3G, HSDPA, WiFi, GPRS, EDGE","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Ambient light sensor, E-mail",2016-04-07
295,,,,android,White,512 MB,6.3 x 1.1 x 11.9 cm,3G,"Dual Sim (Mini Sim), Android,Mp3,3G ,FM,3.2 MP Camera,Bluetooth,GPRS,Games, microSD, up to 32 GB, Android OS,vs 4.4.2 (Kitkat),1.2 GHZ Dual core, 1600 Mah Battery",2016-04-07
296,,,"5,999.00",Android,Black,512 MB,13.4 x 1.1 x 6.8 cm,"GSM, GPRS, EDGE, (900/1800 MHz), WCDMA, (2100 MHz), WiFi","Voice Calling, Dual SIM, Music Player, Video Player, FM Radio, G-sensor, Proximity sensor, Ambient light sensor, E-mail",2016-04-07
297,,3.9 out of 5 stars,,,,,13.3 x 0.9 x 6.9 cm,,,2016-04-07
298,,,350.00,"android, iOS",White,2048 MB,14 x 9 x 2 cm,Bluetooth,"Click Images through bluetooth, Control media through bluetooth, Take selfies more comfortably, Use this as a remote to control your phone for media",2016-04-07
299,,,"7,999.00",Android,white,,,GSM,"Dual SIM, (3G CDMA/3G GSM + GSM), 5MP Rear Camera with Flash, Battery 2000mAh, 1 GB RAM, 4 GB ROM, Micro SD card support upto 64GB",2016-04-07
300,,4 out of 5 stars,,"Android, Jellybean",Starry Black,1 GB,12.9 x 1 x 6.5 cm,"GSM, (850/900/1800/1900 MHZ), UMTS, (2100 MHZ), 3G, Wi-Fi, EDGE","Voice Calling, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient Light Sensor, Proximity Sensor, eCompass, Magnetometer, E-mail",2016-04-07
301,,,,,,,18 x 13.8 x 3.4 cm,,,2016-04-07
302,,3.8 out of 5 stars,,"Android, Kitkat",White,1 GB,13.1 x 0.9 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-07
303,,3.4 out of 5 stars,"10,999.00","Android, Kitkat",Platinum,2 GB,14.6 x 0.7 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (900/2100 MHz), 4G LTE, (800/1800/2100/2600 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Dual SIM, GPS, Gravitation sensor, Proximity sensor, Light sensor, Expandable Memory: 32GB",2016-04-07
304,,,"3,999.00",Android,Silver-Black,,1 x 6.5 x 12.5 cm,,"Dual SIM, Primary Camera",2016-04-07
305,,,"8,888.00",android,White & Red,,7.1 x 0.8 x 14.6 cm,WiFi,"ZOPO color e zp350 4G LTE + Dual SIM 4G LTE + Dual SIM Give you the speed you need Say goodbye to waiting! Say hello to fast 4G LTE! Browsing the news, downloading information and streaming music online is all blazing fast. Plus, you can use two phone numbers in the same phone., ZOPO color e zp350 5.0-inch HD IPS Display 5.0-inch HD IPS Display Enjoy vivid images The 5.0-inch display makes the COLOR E shine brilliantly. You can enjoy the best image quality on the IPS display even under direct sunlight., 64-bit Quad-Core CPU Gaming Power Unleashed A powerful 64-bit Quad-core MT6735 CPU and ARM Mali-T720 graphics processor (GPU) will allow you to play any modern game released! The performance is improved by 50% and the energy efficiency improved by 150%, compared to the old Mali-400 series. It runs the latest Android 5.1 OS which fully exploits the power of a 64-bit processor!, Android 5.1 Lollipop with Z-UI Deliver a brand new upgrade experience Android 5.1 Lollipop OS with Z-UI runs more smoothly with 1GB RAM, which brings a simple user interface experience and strengthens the notification center management. Meanwhile, it has a power-saving mode and face recognition technology (face unlocking technology). It will deliver a brand new upgraded experience to you!, ZOPO color e zp350 Front and rear LED Flash Front and rear LED Flash Professional looking Selfies. Comparable with DSLR Whether you are in a bar, at the club or coffee shop in low light situations, the professional LED flash can help illuminate your face, enabling your selfies to look fabulous!, 8.0MP AF Camera Capture the best moments clearly Open the camera app and gently touch the screen. Press the shutter button, the 8.0MP rear camera easily captures every moment clearly for you. Go on and share these moments with your friends!",2016-04-07
306,,4.5 out of 5 stars,,Android,White,512 MB,12.6 x 1.1 x 6.4 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, G sensor, E-mail, Dual SIM",2016-04-07
307,,,"14,999.00",Android,Red,2 GB,15.7 x 1.1 x 7.7 cm,"GSM, 3G, WCDMA, (850/900/1900/2100 MHz), LTE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerator, G sensor, eCompass, Gyroscope, Proximity sensor, Ambient light sensor, Hall sensor, E-mail",2016-04-07
308,,3.9 out of 5 stars,,"Android, Jellybean",White,1 GB,14.4 x 0.9 x 7.1 cm,"GSM, (900/1800 MHz), HSPA, (900/2100 MHz), WiFi, 3G","Music Player, Video Player, FM Radio, GPS, E-mail, Accelerometer, Proximity sensor, Ambient light sensor, Dual SIM, Expandable Memory: 32GB",2016-04-07
309,,4 out of 5 stars,,"Android, Kitkat",White,1 GB,14.4 x 0.8 x 7.2 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
310,,2.7 out of 5 stars,"6,180.00","Android, Kitkat",White-Champagne,2 GB,13.6 x 0.9 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-07
311,,3.4 out of 5 stars,"18,199.00",Android,White Birch,2 GB,15.8 x 0.8 x 7.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 128GB",2016-04-07
312,,4.5 out of 5 stars,,Android,Grey,512 MB,14.6 x 1 x 7.3 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz)","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail",2016-04-07
313,,,,Android,Black,512 MB,11.1 x 6.5 x 1 cm,,"Android 4.2.2 JellyBean OS, 1.0 GHz Core Processor, 2G With Wifi, 2 MP Primary Camera, 1.3 MP Secondary Camera",2016-04-07
314,,,"5,786.00",android,White,1 GB,,HSDPA,"5 inch screem with 1280*720P Resolution., Android 5.0 Lollipop, 1750 mAH Li-Polymer battery, Massive 8.0 MP Auto focus rear camera and 2.0 MP front camera for a perfect selfie.",2016-04-07
315,,,,Android,White,2 GB,15.3 x 0.9 x 7.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), FDD, 4G LTE 1/3/7/20, TD 40, WiFi","Single SIM, GPS, Music Player, Video Player, Distance sensor, Light sensor, G sensor, Gyroscope, eCompass, E-mail",2016-04-07
316,,3.9 out of 5 stars,,"Android, Kitkat",White,1 GB,19.1 x 19.1 x 3.7 cm,"GSM, (900/1800/1900 MHz), WCDMA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-04-07
