product_id,name,ratings,price,os,colour,ram,product_dimensions,connectivity_technologies,special_features,date_now
820,Gionee Elife S5.5 (White),3.8 out of 5 stars,12599,Android,White,2 GB,14.5 x 7 x 0.6 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, (900/1900/2100 MHz), WiFi, EDGE, GPRS, 3G","Video Calls, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, compass, E-mail",2016-03-27
823,Lava Pixel V1 (White),3.7 out of 5 stars,8649,Android,White,2 GB,15.2 x 0.9 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Hall sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
829,Micromax Canvas Knight Cameo A290(Black+Gold),3.4 out of 5 stars,6235,"Android, Kitkat",Black-Gold,1 GB,15.4 x 8 x 4.4 cm,"GSM, (850/900/1800/1900 MHz), 3G, WiFi","Dual SIM, Music Player, Video Player, Gravity sensor, Light sensor, Proximity sensor, Magnetic sensor, Expandable Memory: 32GB",2016-03-27
838,YU Yureka Plus on Android (Alabaster White),3 out of 5 stars,10850,Android,Alabaster White,2 GB,15.5 x 0.9 x 7.8 cm,"GSM, (900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, Gyroscope, E-mail, Expandable Memory: 32GB",2016-03-27
839,"Samsung Galaxy A5  (Pearl White, 16 GB)",4 out of 5 stars,17990,"Android, Kitkat",White,2 GB,13.9 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), HSPA, 4G, WiFi 802.11 a/b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Compass, E-mail, Expandable Memory: 64GB",2016-03-27
843,Hitech Amaze S2 (Blue-Black),4 out of 5 stars,2849,Android,Blue-Black,512 MB,12.5 x 1.1 x 6.5 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-03-27
850,"Lava Iris Pixel V2 (White, 16GB)",3.5 out of 5 stars,8699,Android,White,2 GB,14.2 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Ambient light sensor, Proximity sensor, Hall sensor, E-mail, Expandable Memory: 32GB",2016-03-27
856,Celkon Millennium Dazzle Q44 (Golden),1 out of 5 stars,3500,"Android, Kitkat",Golden,1 GB,12.9 x 1 x 6.4 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, E-mail, Expandable Memory: 64GB",2016-03-27
861,HTC Desire Eye (Blue),4.4 out of 5 stars,27990,"Android, Kitkat",Blue,2 GB,15.2 x 0.9 x 7.4 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, eCompass, Gyro meter, E-mail, Expandable Memory: 128GB",2016-03-27
867,"Samsung Galaxy Note 5 N920G (Silver Titanium, 32GB)",4.2 out of 5 stars,47900,Android,Silver Titanium,4 GB,15.3 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, RGB light sensor, Geo magnetic sensor, Gyro sensor, Fingerprint sensor, Barometer, Hall sensor, E-mail",2016-03-27
879,HTC One A9 (Grey),5 out of 5 stars,30199,Android,Grey,3 GB,14.6 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), LTE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Ambient light sensor, Proximity sensor, Motion G sensor, eCompass, Gyro sensor, Magnetic sensor, Fingerprint sensor, E-mail",2016-03-27
887,Micromax Bolt D200 (Grey),4.8 out of 5 stars,3045,Android,Grey,512 MB,10.8 x 1.4 x 4.8 cm,"GSM, (850/900/1800/1900 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
890,Samsung Galaxy J2 SM-J200G/DD (Black),4 out of 5 stars,8310,Android,Black,1 GB,13.7 x 0.8 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
895,"Meizu m1 note (White, 16GB)",3.6 out of 5 stars,14499,"Android, Kitkat",White,2 GB,15.1 x 7.5 x 8.9 cm,"GSM, WCDMA, WiFi 802.11 a/b/g/n, 3nufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseG","Dual SIM, GPS, Hall Effect sensor, Infrared Proximity sensor",2016-03-27
898,"Asus Zenfone 2 ZE551ML-6A478WW (Black, 4GB RAM, 32GB)",1 out of 5 stars,19999,Android,Black,32 MB,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G, LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope, Proximity sensor, Light sensor, Hall sensor, E-mail",2016-03-27
900,Micromax Canvas 4 Plus A315 (Black),2.3 out of 5 stars,7380,"Android, Kitkat",Black,1 GB,17.8 x 13 x 4 cm,"GSM, (900/1800/850/1900 MHz), WCDMA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Magnetic sensor, Proximity sensor, Light sensor, Hall sensor, E-mail, Expandable Memory: 32GB",2016-03-27
901,"Lenovo S820 (White, 4GB)",4 out of 5 stars,9000,"Android, Jellybean",White,1 GB,14 x 0.9 x 7 cm,"GSM, (900/1800/1900 MHz), HSDPA, (900/2100 MHz), GPRS, EDGE, 3G, WiFi","Music Player, Video Player, E-mail, Accelerometer sensor, Proximity sensor, Compass, Dual SIM, FM Radio, Expandable Memory: 32GB",2016-03-27
923,Salora Njoy E4 (White),3.2 out of 5 stars,2799,"Android, Kitkat",White,512 MB,17 x 6 x 10 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, Expandable Memory: 32GB",2016-03-27
925,LG-X132 (L45) White,2.5 out of 5 stars,4990,Android,White,0.50 GB,13 x 13 x 13 cm,HSDPA,"512MB RAM, Dual-SIM Android KitKat, 3.5 inch, 5MP, 1540 mAh battery",2016-03-27
926,HSL Y3G Plus (Black),3.6 out of 5 stars,2499,Android,Black,256 MB,12.6 x 1 x 6.3 cm,"GSM, 3G, EDGE","Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, E-mail",2016-03-27
932,"Lenovo S850 (White, 16GB)",3.7 out of 5 stars,8365,"Android, Kitkat",White,1 GB,14.1 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (850/900/1900/2100 MHz), GPRS, EDGE, 3G","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravitation sensor, Proximity sensor, Light sensor, E-mail",2016-03-27
939,Samsung Galaxy Note II N7100 (Titanium Grey),2.5 out of 5 stars,49348,Android,Titanium Grey,2048 MB,15.1 x 0.9 x 8.1 cm,HSDPA,"Expandable Memory Up to 64GB, Music Player|Video Player|GPS|E-Mail",2016-03-27
941,Micromax Canvas Turbo Mini A200 (Black),3.9 out of 5 stars,5299,"Android, Jellybean",Black,1 GB,15 x 8 x 5 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz)","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, E-mail",2016-03-27
946,Panasonic Eluga I2 (Grey),4 out of 5 stars,6999,Android,Grey,1 GB,14.4 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
952,Karbonn Titanium S15 (Black),3.3 out of 5 stars,2780,"Android, Kitkat",Black,512 MB,15.8 x 5.4 x 8.6 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
959,Micromax Canvas Fire 3 A096 (Black),4.1 out of 5 stars,5144,Android,Black,1 GB,18 x 4.3 x 13.7 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
965,"Meizu m1 note (Blue, 16GB)",3.6 out of 5 stars,14499,"Android, Kitkat",Blue,2 GB,15.1 x 7.5 x 0.9 cm,"GSM, 3G, WCDMA, WiFi 802.11 a/b/g/n","Dual SIM, GPS, Hall Effect sensor, Infrared Proximity sensor",2016-03-27
970,Panasonic Eluga L 4G (Radiant Blue),3.4 out of 5 stars,7417,Android,Radiant Blue,1 GB,14.2 x 0.6 x 7.1 cm,"GSM, (900/1800/1900 MHz), 3G, UMTS, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
980,Lenovo Ideaphone S890 (White),4 out of 5 stars,13999,"Android, Jellybean",White,1 GB,7.4 x 14.4 x 0.9 cm,"GSM, (900/1800 MHz), WCDMA","Dual SIM, GPS, Music Player, Video Player",2016-03-27
982,Micromax Canvas Pep Q371 (White),3.1 out of 5 stars,5498,"Android, Kitkat",White,1 GB,15.4 x 4.4 x 8.4 cm,"GSM, (900/1800/1900 MHz), 3G, HSDPA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
983,Karbonn A6 Turbo (White),3.3 out of 5 stars,3678,"Android, Kitkat",White,512 MB,17.4 x 5.6 x 10 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, FM Radio, Proximity sensor, Light sensor, G sensor, Expandable Memory: 32GB",2016-03-27
986,Karbonn Titanium S15 (White),2.8 out of 5 stars,2799,"Android, Kitkat",White,512 MB,15.8 x 5.4 x 8.6 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail",2016-03-27
989,"Asus Zenfone 2 ZE551ML (Silver, 16GB)",3.6 out of 5 stars,14574,Android,Silver,2 GB,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope sensor, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 128GB",2016-03-27
995,Panasonic ELUGA A (White),3.2 out of 5 stars,5499,"Android, Jellybean",White,1 GB,17.6 x 10.1 x 4.6 cm,HSDPA,"Panasonic ELUGA A- White, Android OS, v4.3 (Jelly Bean), Quad-core 1.2 GHz Cortex-A7, 5.0 inches, 2000 mAh, Li-Ion battery",2016-03-27
996,HTC Desire C A320E (White),1 out of 5 stars,8990,Android,White,512 MB,10.7 x 1.2 x 6 cm,"GSM, (850/900/1800/1900 MHz)","Music Player, Proximity sensor, Ambient light sensor, G-Sensor, Video Player, Expandable Memory: 4GB",2016-03-27
997,Intex Aqua Speed Smart (White Champ),3.3 out of 5 stars,5799,"Android, Kitkat",White Champ,2 GB,13.6 x 0.9 x 6.8 cm,"GSM, (900/1800 MHz), WCDMA, (2100 MHz), 3G, HSDPA, HSUPA, EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Gravity sensor, Proximity sensor, Light sensor, Expandable Memory: 32GB",2016-03-27
1000,"Mi Redmi 2 Prime (White, 16GB)",4 out of 5 stars,6999,Android,White,2 GB,13.4 x 0.9 x 6.7 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, eCompass, Gravity sensor, Proximity sensor, Light sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
1003,"Samsung Galaxy S6 (Pearl White, 32GB)",3.8 out of 5 stars,33900,"Android, Lollipop",White,3 GB,14.3 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-03-27
1008,"HTC Desire 826 (Dual SIM, Blue Lagoon)",3.3 out of 5 stars,22499,"Android, Lollipop",Blue Lagoon,2 GB,15.8 x 0.8 x 7.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 128GB",2016-03-27
1009,Micromax Canvas Turbo Mini A200 (Blue),3.9 out of 5 stars,5699,"Android, Jellybean",Blue,1 GB,15.2 x 7.8 x 5 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz)","Music Player, Video Player, Proximity sensor, Light sensor, Gravity sensor, Dual SIM",2016-03-27
1012,Micromax Sliver 5 Q450 (White-Champagne),3 out of 5 stars,11649,Android,White-Champagne,2 GB,14.2 x 0.5 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, WiFi","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, Gravity sensor, Proximity sensor, E-mail",2016-03-27
1014,"Micromax Canvas Blaze MT500 (Black, 4GB)",1.9 out of 5 stars,7499,"Android, Jellybean",Black,768 MB,14.8 x 1 x 7.4 cm,"GSM, (900/1800 MHz), CDMA, (800 MHz), WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1018,Celkon A35K Remote (Black),3 out of 5 stars,3150,Android,Black,256 MB,11.9 x 1 x 6.3 cm,"GSM, 3G, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-03-27
1019,Samsung Galaxy J1 (Blue),2.4 out of 5 stars,5990,"Android, Kitkat",Blue,512 MB,12.9 x 0.9 x 6.8 cm,"GSM, HSPA, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
1020,"Lava Iris X8 (White, 2GB RAM, 16GB)",3.8 out of 5 stars,6749,"Android, Kitkat",White,2 GB,14.3 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, Accelerometer, Hall sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1022,"Gionee F103 (Black, 3GB RAM, 16GB)",4.8 out of 5 stars,11449,"Lollipop, Android",black,3 GB,17.2 x 10.6 x 6.4 cm,4G LTE,"3GB RAM, 16GB ROM",2016-03-27
1023,Samsung Galaxy Mega 2 SM-G750H (Brown Black),4.2 out of 5 stars,13999,Android,Black,1.5 GB,16.4 x 0.9 x 8.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, eCompass, E-mail, Expandable Memory: 64GB",2016-03-27
1028,Gionee P2S Android Mobile Phone (Blck),3 out of 5 stars,4489,Android,Blue,0.50 GB,20 x 5.5 x 3 cm,HSDPA,"Expandable Memory Upto 32GB, Android 4.2 OS|5 MP Primary Camera|0.3 MP Secondary Camera|4-inch Touchscreen|Dual SIM (GSM + GSM)",2016-03-27
1035,Intex Aqua Power 2 (Black),4.5 out of 5 stars,5850,Android,Black,1 GB,14.1 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-03-27
1043,HTC Desire 210 (Black),3.3 out of 5 stars,9900,Android,Black,512 MB,12.6 x 1.1 x 6.5 cm,"GSM, (900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, Accelerometer, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
1044,Samsung Galaxy A7 SM-A700FD (Gold),4 out of 5 stars,22990,"Android, Kitkat",Gold,2 GB,15.1 x 0.6 x 7.6 cm,"GSM, HSPA, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, eCompass, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-03-27
1045,Sony Xperia C4 Dual E5363 (Mint),3.7 out of 5 stars,20349,"Android, Lollipop",Mint,2 GB,15 x 0.8 x 7.7 cm,"GSM, (900/850/1900/2100 MHz), UMTS, HSPA+, 3G, (850/900/1800/1900 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 128GB",2016-03-27
1047,Panasonic P31 (Pure White),3.5 out of 5 stars,6990,"Android, Jellybean",Pure White,512 MB,14.1 x 1 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, FM Radio, GPS, G sensor, Proximity sensor, Light sensor, eCompass, E-mail, Dual SIM",2016-03-27
1048,Karbonn Smart A92 (White-Silver),3.3 out of 5 stars,4999,"Android, Jellybean",White-Silver,256 MB,7.7 x 1 x 15.5 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, G sensor, E-mail, Dual SIM",2016-03-27
1057,"Asus Zenfone 2 ZE551ML-6J481WW (Silver, 4GB RAM, 32GB)",2.8 out of 5 stars,19999,Android,Silver,4 GB,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G, LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope, Proximity sensor, Light sensor, Hall sensor, E-mail",2016-03-27
1059,"Asus Zenfone 2 ZE551ML (Red, 32GB, 4GB RAM)",3.5 out of 5 stars,19999,Android,Red,4 GB,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope sensor, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 128GB",2016-03-27
1065,Micromax Canvas Play Q355 (White),4.2 out of 5 stars,6050,Android,White,1 GB,19.1 x 4 x 16.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Motion sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1070,Karbonn Titanium S1 Plus (Black),2.5 out of 5 stars,4990,"Android, Jellybean",Black,1 GB,15.2 x 8.4 x 5.2 cm,"GSM, (900/1800 MHz), UMTS, (2100 MHz), 3G, WiFi","Music Player, Video Player, FM Radio, Video Calls, GPS, G sensor, Proximity sensor, Light sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
1074,Gionee Pioneer P4 (White),4 out of 5 stars,6642,"Android, Jellybean",White,1 GB,13.5 x 0.9 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), 3G, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Compass, G sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1080,Micromax Bolt D321 (Blue),3.6 out of 5 stars,4749,Android,Blue,512 MB,16.2 x 4.5 x 9.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1083,"Asus Zenfone Selfie ZD551KL (Pure White, 16GB)",3.2 out of 5 stars,14999,Android,Pure White,2 GB,15.7 x 1.1 x 7.7 cm,"GSM, 3G, WCDMA, (850/900/1900/2100 MHz), LTE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerator, G sensor, eCompass, Gyroscope, Proximity sensor, Ambient light sensor, Hall sensor, E-mail",2016-03-27
1084,"Samsung Galaxy Core 2 (White, 4GB)",3.7 out of 5 stars,7746,"Android, Kitkat",White,768 MB,13 x 1 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, Accelerometer, Proximity sensor, E-mail, Dual SIM, Expandable Memory: 64GB",2016-03-27
1091,Lenovo Vibe X2 (White),2.9 out of 5 stars,9859,Android,White,2 GB,14 x 0.7 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, eCompass, E-mail",2016-03-27
1098,"Micromax Canvas Blaze MT500 (White, 4GB)",2.3 out of 5 stars,6799,"Android, Jellybean",White,768 MB,19.8 x 13 x 5.6 cm,"GSM, (900/1800 MHz), WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1112,Intex Aqua Life 3 (Grey),2.5 out of 5 stars,4990,Android,Grey,1 GB,14.5 x 0.9 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1118,"Micromax Canvas Doodle 3 A102 (White, 1GB RAM)",4 out of 5 stars,7549,"Android, Jellybean",White,1 GB,21 x 19.4 x 3.6 cm,"GSM, (900/1800 MHZ), UMTS, 3G, (2100 MHz), GPRS, WiFi","Music Player, Video Player, FM Radio, GPS, Proximity sensor, Light sensor, Gravity sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
1120,Sony Xperia Z5 Dual (Graphite Black),3.7 out of 5 stars,42289,Android,Graphite Black,3 GB,14.6 x 0.7 x 7.2 cm,"GSM, HSPA, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Fingerprint sensor, Ambient light sensor, Proximity sensor, E-mail, Expandable Memory: 200GB",2016-03-27
1121,HTC One M8 Eye (Grey),4.2 out of 5 stars,23599,"Android, Kitkat",Grey,2 GB,14.6 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi 802.11 a/b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyrometer, Proximity sensor, eCompass, E-mail, Expandable Memory: 128GB",2016-03-27
1123,HTC One Me (Meteor Grey),4.1 out of 5 stars,29199,Android,Meteor Grey,3 GB,15.1 x 1 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Dual SIM, Music Player, Video Player, E-mail, Expandable Memory: 2TB",2016-03-27
1124,"Samsung Galaxy S6 Edge (Green, 32GB)",3.3 out of 5 stars,40800,"Android, Lollipop",Green,3 GB,14.2 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-03-27
1130,Samsung Galaxy Grand Neo GT-I9060 (Midnight Black),4 out of 5 stars,13914,"Android, Jellybean",Midnight Black,1 GB,14.4 x 1 x 7.7 cm,"GSM, WiFi","Music Player, Video Player, Accelerometer sensor, Proximity sensor, Compass, GPS, Dual SIM, Expandable Memory: 64GB",2016-03-27
1131,Intex Aqua Star 5.0 Smart Mobile phone - (Blue-Gun Metal),4 out of 5 stars,8490,"Android, KitKat, Android^KitKat",blue,1 GB,18.3 x 11.2 x 6.1 cm,HSDPA,"Expandable Memory Upto 32GB, E-Mail|Music Player|Video Player",2016-03-27
1134,Samsung Galaxy A7 SM-A700FZK (Midnight Black,4 out of 5 stars,22990,"Android, Kitkat",Black,2 GB,15.1 x 0.6 x 7.6 cm,"GSM, HSPA, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, eCompass, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-03-27
1135,Celkon Campus Colors A42 (Blue),2.3 out of 5 stars,4600,"Android, Jellybean",Blue,512 MB,12.5 x 1 x 6.4 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-03-27
