SerialN,Name,Ratings,Price,OS,Colour,RAM,Product Dimensions,Connectivity technologies,Special features,Date
931,,3.8 out of 5 stars,,"Android, KitKat, Android^KitKat",White,1 GB,,HSDPA,"5"" QHD IPS SCREEN, DUAL SIM (WCDMA+GSM) 1.3 GHZ QUAD CORE PROCESSOR, ANDRIOD 4.4.2 KITKAT, 8 MP AF REAR CAMERA WITH FLASH, 2 MP FRONT CAMERA, 8GB ROM+, 1GB RAM, 2000 MAH BATTERY, G-SENSOR PROXIMITY SENSOR LIGHT SENSOR, WI-FI B/G/N;GPS",2016-04-09
932,,3.7 out of 5 stars,"9,199.00","Android, Kitkat",White,1 GB,14.1 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (850/900/1900/2100 MHz), GPRS, EDGE, 3G","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravitation sensor, Proximity sensor, Light sensor, E-mail",2016-04-09
933,,4 out of 5 stars,"4,999.00",Android,Blue-Black,,14.3 x 0.9 x 7.3 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Proximity sensor",2016-04-09
934,,3.7 out of 5 stars,"7,480.00","Lollipop, Android",Gray,,18.6 x 18.2 x 3.6 cm,,"Bluetooth Tethering, Touchscreen, MP3, Dual SIM, USB, Primary Camera, Radio, LED Flash, GPS, Wifi",2016-04-09
935,,,"5,666.00",Android,White,1 GB,14.5 x 1 x 7.2 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-04-09
936,,3.7 out of 5 stars,,"Android, Jellybean",Black,1 GB,1 x 6.7 x 13.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS(2100 MHz), EDGE, WiFi, 3G, GPRS","GPS, Music Player, Video Player, FM Radio, Proximity sensor, Ambient light sensor, Magnetometer sensor, Gyroscope sensor, Accelerometer sensor, E-mail, Expandable Memory: 32GB",2016-04-09
937,,,"2,299.00","Android, Gingerbread, Android^Gingerbread",White,256 MB,13.7 x 10.7 x 4.6 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-04-09
938,,2 out of 5 stars,,"Android, KitKat, Android^KitKat",,256 MB,16 x 10 x 7.2 cm,HSDPA,"OPERATING FREQUENCY GSM 850/900/1800/1900 WCDMA 2100 MHz, 32GB Memory Expandable,, GRAPHICS PROCESSOR UNIT (MALI 400 MP2) FOR 3D GRAPHICS ACCELERATION,, Video Player (MP4, H.263, H.264, AVI)/ MP3 PLAYER,, 3.5MM AUDIO JACK, DIMENSION :123mm*66mm*9.6mm, G-Sensor, 3G, WIFI,, WVGA DISPLAY( 480 X 800) RESOLUTION",2016-04-09
939,,2.4 out of 5 stars,"49,348.00",Android,Titanium Grey,2048 MB,15.1 x 0.9 x 8.1 cm,HSDPA,"Expandable Memory Up to 64GB, Music Player|Video Player|GPS|E-Mail",2016-04-09
940,,,"8,299.00",Android,White,3 GB,14.4 x 0.8 x 7.5 cm,"GSM, (900/1800 MHz), 3G, (900/2100 MHz), 4G LTE, WiFi 802.11b/g/n","Dual SIM, Music Player, Video Player, FM Radio, G sensor, Light sensor, Proximity sensor, E-mail",2016-04-09
941,,3.9 out of 5 stars,"5,089.00","Android, Jellybean",Black,1 GB,15 x 8 x 5 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz)","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, E-mail",2016-04-09
942,,3.1 out of 5 stars,"4,349.00",Android,Black,,14.4 x 0.9 x 7.2 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer",2016-04-09
943,,3.8 out of 5 stars,,Android,black,,,,"HD, 1280 x 720 Pixels, IPS Display, 293 PPI, 5-point Multi-touch, Dual Sim, LTE + LTE, 2 GB RAM, 16 GB ROM, Android v5.1 (Lollipop)",2016-04-09
944,,,,,,,,,,2016-04-09
945,,,,Android,Blue,256 MB,11.9 x 6.2 x 1.1 cm,3G,"Android 4.4.2 KitKat OS, 1.2 GHz Dual Core Processor, 3G With Wifi, 2 MP Primary Camera, 1.3 MP Secondary Camera",2016-04-09
946,,4 out of 5 stars,"6,999.00",Android,Grey,1 GB,14.4 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-09
947,,4 out of 5 stars,,android,BLACK TITAN,1 GB,18.2 x 15.7 x 5.2 cm,HSDPA,"Operating System		Android v4.4 (KitKat), SIM Slot(s)		DUAL SIM, GSM, RAM		1 GB, Internal Memory		4 GB, Screen Size		4.5 Inch, Display Type		IPS LCD, Main Camera		Yes, 8 MP,  	Front Camera		Yes, 0.3 MP, Flash		LED, Battery    Capacity		1900 mAH, Li-Po, Connectivity  Operating Frequency		GSM 1800 / 1900 / 850 / 900 MHz  UMTS 2100 / 900 MHz		 GPRS		Yes		 EDGE		Yes		 3G		Yes, HSDPA , HSUPA		 Wi-Fi		Yes, Wi-Fi 802.11		 Bluetooth		Yes		 GPS		Yes		 USB Connectivity		Yes, USB Port, microUSB 2.0, Multimedia  Loudspeaker		Yes		 Audio Jack		3.5 mm",2016-04-09
948,,4.1 out of 5 stars,"35,990.00","Android, Lollipop",Ceramic White,3 GB,14.9 x 0.9 x 7.6 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, Expandable Memory: 2TB",2016-04-09
949,,3.2 out of 5 stars,,"Android, Jellybean",White,512 MB,17.4 x 10 x 5.6 cm,"GSM, EDGE, WiFi","Music Player, Video Player, FM Radio, Video Calls, GPS, G sensor, Proximity sensor, Light sensor, Dual SIM, E-mail, Expandable Memory: 32GB",2016-04-09
950,,,"4,990.00",Android,Black,,14.6 x 1 x 7.3 cm,"GSM, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio",2016-04-09
951,,1 out of 5 stars,,Android,Pearl White,1 GB,13.8 x 1.1 x 6.9 cm,HSDPA,"Dual Core processor, Big 4.63"" Display, Dual SIM 2G calling and EDGE data support, 5  to 8 MP camera, 8GB storage",2016-04-09
952,,3.3 out of 5 stars,"2,777.00","Android, Kitkat",Black,512 MB,15.8 x 5.4 x 8.6 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-09
953,,4.2 out of 5 stars,,Android,Royal Gold,,15.2 x 0.8 x 7.7 cm,"GSM, (900/1800/1900 MHz), UTMS, 3G, (900/2100 MHz), 4G LTE, WiFi 802.11 a/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Finger print sensor, Ambient light sensor, E-mail",2016-04-09
954,,3 out of 5 stars,,"Android, Jellybean",White,256 MB,5.8 x 1.1 x 11.9 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, G sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-09
955,,3.5 out of 5 stars,,"Android, Jellybean",Black,512 MB,12.5 x 0.9 x 6.3 cm,"GSM, (900/1800 MHz), HSPA, (2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Proximity sensor, Expandable Memory: 32GB",2016-04-09
956,,,,android,,2 GB,15 x 8 x 6 cm,HSDPA,"2G/ 3G Support, Camera 2 MP with Flash, 4.2.2 Jely Bean, Li-Ion 1700 mAh battery, G- Sensor",2016-04-09
957,,4.3 out of 5 stars,"19,999.00","Android, Lollipop",Sandstone Black,,7.6 x 0.9 x 15.3 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (1/2/4/5/8 Bands), LTE, 4G, (1/3/4/7/17/38/40 Bands), WiFi 802.11 b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyroscope, Proximity sensor, Ambient light sensor, E-mail",2016-04-09
958,,,,,,,,,,2016-04-09
959,,4 out of 5 stars,"4,989.00",Android,Black,1 GB,18 x 4.3 x 13.7 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-09
960,,4.4 out of 5 stars,"6,229.00",Android,brown,1 GB,20.8 x 20.4 x 4.2 cm,WCDMA,"Dual SIM, USB",2016-04-09
961,,,,,,,,,,2016-04-09
962,,,"4,400.00",Android,Champagne,,12.5 x 1 x 6.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, (900/2100 MHz), 4G LTE, GPRS, EDGE, HSPA, HSPA+, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-04-09
963,,4.2 out of 5 stars,"6,499.00",Android,Red,,14.5 x 1 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850MHz/900MHz/1900MHz/2100MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Sensors : Accelerometer/ E-Compass/ Proximity/ Ambient Light sensor, eCompass, E-mail",2016-04-09
964,,,"5,149.00","Kitkat, Android",Black,,14.3 x 7.2 x 0.8 cm,,"Bluetooth Tethering, Touchscreen, MP3, USB, Primary Camera, Radio, GPS",2016-04-09
965,,3.6 out of 5 stars,"14,499.00","Android, Kitkat",Blue,2 GB,15.1 x 7.5 x 0.9 cm,"GSM, 3G, WCDMA, WiFi 802.11 a/b/g/n","Dual SIM, GPS, Hall Effect sensor, Infrared Proximity sensor",2016-04-09
966,,3.7 out of 5 stars,,Android,Champagne,1 GB,14.6 x 1 x 7.4 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-04-09
967,,4.5 out of 5 stars,,"Android, KitKat, Android^KitKat",Black,2 GB,18.2 x 13.4 x 3.4 cm,HSDPA,"Free Transcend MicroSD Card 16 GB Class 10 Memory Card, Free Case included, Android v4.4.2 (KitKat) OS, 8 MP Secondary Camera, 13 MP Primary Camera",2016-04-09
968,,2 out of 5 stars,,"Android, Jellybean",White,512 MB,13.2 x 0.9 x 6.6 cm,"GSM, (850/900/1800/1900 MHz), (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, G-Sensor, E-mail, E-compass, Light and proximity sensor, Expandable Memory: 32GB",2016-04-09
969,,4 out of 5 stars,,"Android, Kitkat",White,1.5 GB,14.2 x 0.7 x 7 cm,"GSM, HSPA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-09
970,,3.4 out of 5 stars,"7,799.00",Android,Radiant Blue,1 GB,14.2 x 0.6 x 7.1 cm,"GSM, (900/1800/1900 MHz), 3G, UMTS, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-09
971,,3.7 out of 5 stars,"9,999.00","Android, Kitkat",Dark Blue,1 GB,14.1 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (850/900/1900/2100 MHz), GPRS, EDGE, 3G","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravitation sensor, Proximity sensor, Light sensor, E-mail",2016-04-09
972,,,,Android,blue,,18 x 8 x 5 cm,"GSM, WiFi","Dual SIM (GSM + WCDMA), Dual Standby, Android 4.4 kitkat, Screen Size 3.5'', RAM 1 GB, E-Mail, Music Player, Video Player",2016-04-09
973,,,,"Jellybean, Android",,,17.5 x 10 x 5.7 cm,GPRS,"Android 4.2.2 Jellybean, 3.2 Megapixel Rear Camera, 1.3 Megapixel Front Camera, GPRS-EDGE, 3.5 inches HVGA Capacitive Touch",2016-04-09
974,,1 out of 5 stars,"25,990.00",Android,Gold,,15.8 x 0.6 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, Fingerprint sensor, Geomagnetic sensor, E-mail",2016-04-09
975,,3 out of 5 stars,,"Kitkat, Android",Rock Grey,,12.9 x 1 x 6.5 cm,"GSM, 3G, GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail",2016-04-09
976,,3.9 out of 5 stars,"7,599.00","Android, Kitkat",Black,1 GB,25.8 x 19.4 x 4.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, WiFi","Music Player, Video Player, FM Radio with Recording, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-09
977,,2.6 out of 5 stars,,"Android, Jellybean",Grey,256 MB,13.5 x 1 x 6.7 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio with recording, E-mail, G sensor, Dual SIM, Expandable Memory: 16GB",2016-04-09
978,,,"12,860.00",Android,Gold,,14.8 x 0.8 x 7.3 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, eCompass, Proximity sensor, Gyro sensor",2016-04-09
979,,,,Android,White,256 MB,11.4 x 6 x 1.2 cm,3G,"Android 4.2.2 Jelly Bean OS, 1.3 GHz Dual Core Processor, 3G With Wifi, 3.2 MP Primary Camera, 1.3 MP Secondary Camera",2016-04-09
980,,4 out of 5 stars,,"Android, Jellybean",White,1 GB,7.4 x 14.4 x 0.9 cm,"GSM, (900/1800 MHz), WCDMA","Dual SIM, GPS, Music Player, Video Player",2016-04-09
981,,2.5 out of 5 stars,,"Android, Ice Cream Sandwich",White,512 MB,12.3 x 1.1 x 6.3 cm,"GSM, (900/1800/1900 MHz), EDGE, GPRS, WiFi","Music Player, Video Player, FM Radio, GPS, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-09
982,,3.1 out of 5 stars,"5,399.00","Android, Kitkat",White,1 GB,15.4 x 4.4 x 8.4 cm,"GSM, (900/1800/1900 MHz), 3G, HSDPA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-09
983,,3.3 out of 5 stars,"3,669.00","Android, Kitkat",White,512 MB,17.4 x 5.6 x 10 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, FM Radio, Proximity sensor, Light sensor, G sensor, Expandable Memory: 32GB",2016-04-09
984,,2.5 out of 5 stars,,"Android, Kitkat",Champane,256 MB,12.3 x 1 x 6.3 cm,"GSM, 3G, HSDPA, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-09
985,,3 out of 5 stars,,"Android, Jellybean",Black,512 MB,11.8 x 0.9 x 6.2 cm,"GSM, (850/900/1800/1900 MHZ), UMTS, (2100 MHZ), 3G, WiFi, EDGE","GPS, Music Player, Video Player, FM Radio, Proximity Sensor, Digital Compass, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-09
986,,2.8 out of 5 stars,,"Android, Kitkat",White,512 MB,15.8 x 5.4 x 8.6 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail",2016-04-09
987,,3.8 out of 5 stars,"13,275.00",Android,Black,,14.2 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, WCDMA, 3G, (900/2100 MHz), 4G LTE, (850/1800/2300 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Ambient light sensor, Proximity sensor, eCompass, Accelerometer, E-mail",2016-04-09
988,,,,,,,,,,2016-04-09
989,,3.6 out of 5 stars,"16,999.00",Android,Silver,,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G(850/900/1900/2100 MHz), 4G LTE, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerator, eCompass, Proximity sensor, Gyroscope, Ambient light sensor, Hall sensor, E-mail",2016-04-09
990,,,,Android,Blue,1 GB,14.3 x 7.2 x 0.9 cm,3G,"Android 4.4.2 KitKat OS, 1.4 GHz Quad Core Processor, 3G With Wifi, 8 MP Primary Camera, 3.2 MP Secondary Camera",2016-04-09
991,,,,"Android, KitKat, Android^KitKat",Red,2 GB,18 x 9.4 x 6.2 cm,HSDPA,"Music Player, Video Player",2016-04-09
992,,,"8,999.00",Android,Blue,1 GB,14.3 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, (900/2100 MHz), 4G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Motion sensor, E-mail",2016-04-09
993,,4.3 out of 5 stars,,"Android, Jellybean",Black,512 MB,17.2 x 9.6 x 4.2 cm,"GSM, EDGE, WiFi","Music Player, Video Player, FM Radio, Video Calls, GPS, G sensor, Proximity sensor, Light sensor, Dual SIM, E-mail, Expandable Memory: 32GB",2016-04-09
994,,,,,,,,,,2016-04-09
995,,3.1 out of 5 stars,"5,499.00","Android, Jellybean",White,1 GB,17.6 x 10.1 x 4.6 cm,HSDPA,"Panasonic ELUGA A- White, Android OS, v4.3 (Jelly Bean), Quad-core 1.2 GHz Cortex-A7, 5.0 inches, 2000 mAh, Li-Ion battery",2016-04-09
996,,1 out of 5 stars,"8,990.00",Android,White,512 MB,10.7 x 1.2 x 6 cm,"GSM, (850/900/1800/1900 MHz)","Music Player, Proximity sensor, Ambient light sensor, G-Sensor, Video Player, Expandable Memory: 4GB",2016-04-09
997,,,,,,,,,,2016-04-09
998,,3.5 out of 5 stars,"3,299.00",android,Black & White,,6.7 x 0.9 x 13.4 cm,,"1.3 GHz Dual Core Processor, Cost effective phone",2016-04-09
999,,,,,,,,,,2016-04-09
1000,,4 out of 5 stars,"6,999.00",Android,White,2 GB,13.4 x 0.9 x 6.7 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, eCompass, Gravity sensor, Proximity sensor, Light sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-09
1001,,,,"Android, KitKat, Android^KitKat",Black&Gunmetal,256 MB,17 x 10.7 x 6.4 cm,HSDPA,"WVGA 10.1cm (4), Android TM 4.4 KitKat, RAM 256MB | ROM 2GB, Wi-Fi: 802.11b/g/n, AGPS,, 3MP | VGA Front Camera",2016-04-09
1002,,,"7,999.00",android,WHITE,1 GB,0.8 x 7.1 x 14.4 cm,HSDPA,"5-Inch qHD IPS OGS Display, ROM : 16GB, RAM : 1GB, Front Camera : 13MP, Rear Camera : 5MP, 1.4 GHz Octa Core Processor, Gesture Controls, Android Lollypop",2016-04-09
1003,,3.8 out of 5 stars,"33,900.00","Android, Lollipop",White,3 GB,14.3 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-04-09
1004,,3.9 out of 5 stars,"3,249.00",android,GREY,,15.8 x 9 x 5.6 cm,,"Stainless Steel Body, 6.6 cm (2.6″ QVGA) TFT Display, 2.0 MP Camera With LED Flash, Slim Exterior Design, Dual SIM",2016-04-09
1005,,4.3 out of 5 stars,,Android,White,2 GB,14.3 x 0.8 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, e-Compass, E-mail",2016-04-09
1006,,4.6 out of 5 stars,"32,500.00",Android,Black,,7.4 x 0.7 x 15.1 cm,4G LTE,"5.5"" AMOLED 1920 x 1080 (FHD), Processor 1.6GHz CPU Octa-Core",2016-04-09
1007,,4.1 out of 5 stars,"7,554.00","Android, Jellybean",Black,1 GB,14.4 x 1.1 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (850/900/1900/2100 MHz), GPRS, EDGE, 3G","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1008,,3.3 out of 5 stars,"26,000.00","Android, Lollipop",Blue Lagoon,2 GB,15.8 x 0.8 x 7.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 128GB",2016-04-09
1009,,3.9 out of 5 stars,"5,399.00","Android, Jellybean",Blue,1 GB,15.2 x 7.8 x 5 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz)","Music Player, Video Player, Proximity sensor, Light sensor, Gravity sensor, Dual SIM",2016-04-09
1010,,,,android,WHITE,512 MB,0.8 x 7.5 x 14.6 cm,HSDPA,"12.7 CM (5 Inch) TFT IPS Display, Android OS, 4.4.2, 1.2 GHz Quad Core, RAM- 512 MB| ROM-4GB|Expandable Memory Upto 32GB| Dual Camera: Rear- 8MP and Front-1.3 MP, Battery- 2100 mAh, Dual SIM (WCDMA/GSM)| GSM: 850/1900/900MHz/1800MHz| WCDMA: 850/2100 MHz, Bluetooth| Wi-Fi| Tethering & Portable hotspot| GPS, Messaging: SMS, E-mail, MMS| Email Account Support",2016-04-09
1011,,2.4 out of 5 stars,,Android,White-Orange,1 GB,14.4 x 0.9 x 7.1 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, Expandable Memory: 32GB",2016-04-09
1012,,3 out of 5 stars,"9,150.00",Android,White-Champagne,2 GB,14.2 x 0.5 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, WiFi","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, Gravity sensor, Proximity sensor, E-mail",2016-04-09
1013,,,"3,786.00","Kitkat, Android",Champagne,512 MB,,GSM,"Camera, Radio, Internet, E-Mail, music player",2016-04-09
1014,,1.9 out of 5 stars,,"Android, Jellybean",Black,768 MB,14.8 x 1 x 7.4 cm,"GSM, (900/1800 MHz), CDMA, (800 MHz), WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1015,,3.6 out of 5 stars,,Android,White,,15.4 x 0.9 x 7.9 cm,"GSM, (850/900/1800 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, eCompass, Gyroscope, Proximity sensor, Accelerometer, E-mail",2016-04-09
1016,,2.7 out of 5 stars,,"Android, Jellybean",Black,256 MB,14 x 8.6 x 5.2 cm,"GSM, WiFi, EDGE","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1017,,3.2 out of 5 stars,"5,777.00",Android,Black,,14.6 x 0.8 x 7.2 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), HSPA+, 4G LTE, (2300/1800/850 MHz), WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, E-mail",2016-04-09
1018,,3 out of 5 stars,"3,150.00",Android,Black,256 MB,11.9 x 1 x 6.3 cm,"GSM, 3G, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-04-09
1019,,2.4 out of 5 stars,"5,990.00","Android, Kitkat",Blue,512 MB,12.9 x 0.9 x 6.8 cm,"GSM, HSPA, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-04-09
1020,,3.8 out of 5 stars,,"Android, Kitkat",White,2 GB,14.3 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, Accelerometer, Hall sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1021,,,,Android,White,1.50 GB,13 x 0.7 x 6.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSPA, WiFi 802.11 b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, eCompass, E-mail",2016-04-09
1022,,4.8 out of 5 stars,"10,780.00","Lollipop, Android",black,3 GB,17.2 x 10.6 x 6.4 cm,4G LTE,"3GB RAM, 16GB ROM",2016-04-09
1023,,4.2 out of 5 stars,"13,999.00",Android,Black,1.5 GB,16.4 x 0.9 x 8.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, eCompass, E-mail, Expandable Memory: 64GB",2016-04-09
1024,,4 out of 5 stars,"14,939.00","Android, Kitkat",Brown,1.5 GB,14.2 x 0.7 x 7 cm,"GSM, HSPA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-09
1025,,3.5 out of 5 stars,"6,188.00","Android, Jellybean",White,512 MB,6.2 x 1.2 x 11.8 cm,"GSM, (850/900/1800/1900 MHz), GPRS, EDGE, 3G, (2100 MHz), WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-09
1026,,3.8 out of 5 stars,,"Android, Lollipop",Black,2 GB,14 x 0.6 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (900/1900/2100 MHz), 3G, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail",2016-04-09
